id	taxonID	scientificName	acceptedNameUsage	kingdom	phylum	class	order	family	taxonRank
93701	93701	Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna		Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	SPECIES
93702	93702	Celleporaria brunnea (Hincks, 1884)		Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Lepraliellidae	SPECIES
93703	93703	Cenchrus spinifex Cav.		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES
93704	93704	Centaurea pullata L.		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	SPECIES
93705	93705	Centropages furcatus (Dana, 1849)		Animalia	Arthropoda	Hexanauplia	Calanoida	Centropagidae	SPECIES
93706	93706	Ceratonereis mirabilis Kinberg, 1865		Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	SPECIES
93707	93707	Cerithidium diplax (R.B.Watson, 1886)		Animalia	Mollusca	Gastropoda		Cerithiidae	SPECIES
93708	93708	Cerithidium perparvulum (R.B.Watson, 1886)		Animalia	Mollusca	Gastropoda		Cerithiidae	SPECIES
93709	93709	Cerithiopsis pulvis (Issel, 1869)		Animalia	Mollusca	Gastropoda	Littorinimorpha	Cerithiopsidae	SPECIES
93710	93710	Cerithiopsis tenthrenois (Melvill, 1896)		Animalia	Mollusca	Gastropoda	Littorinimorpha	Cerithiopsidae	SPECIES
93711	93711	Cerithium scabridum Philippi, 1848		Animalia	Mollusca	Gastropoda		Cerithiidae	SPECIES
93712	93712	Chaenomeles japonica (Thunb.) Lindl. ex Spach		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	SPECIES
93713	93713	Chaetozone corona Berkeley & Berkeley, 1941		Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	SPECIES
93714	93714	Chaitophorus indicus Ghosh, A.K., M.R.Ghosh & D.N.Raychaudhuri, 1970		Animalia	Arthropoda	Insecta	Hemiptera	Aphididae	SPECIES
93715	93715	Chama asperella Lamarck, 1819		Animalia	Mollusca	Bivalvia	Venerida	Chamidae	SPECIES
93716	93716	Chama aspersa Reeve, 1846		Animalia	Mollusca	Bivalvia	Venerida	Chamidae	SPECIES
93717	93717	Chama pacifica Broderip, 1835		Animalia	Mollusca	Bivalvia	Venerida	Chamidae	SPECIES
93718	93718	Chamaecyparis lawsoniana Parl.		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	SPECIES
93719	93719	Champsodon capensis Regan, 1908		Animalia	Chordata	Actinopterygii	Perciformes	Champsodontidae	SPECIES
93720	93720	Champsodon nudivittis (Ogilby, 1895)		Animalia	Chordata	Actinopterygii	Perciformes	Champsodontidae	SPECIES
93721	93721	Chanos chanos (ForsskÃ¥l, 1775)		Animalia	Chordata	Actinopterygii	Gonorynchiformes	Chanidae	SPECIES
93722	93722	Charybdis hellerii (A.Milne-Edwards, 1867)		Animalia	Arthropoda	Malacostraca	Decapoda	Portunidae	SPECIES
93723	93723	Charybdis longicollis Leene, 1938		Animalia	Arthropoda	Malacostraca	Decapoda	Portunidae	SPECIES
93724	93724	Chelidonura fulvipunctata Baba, 1938	Biuve fulvipunctata (Baba, 1938)	Animalia	Mollusca	Gastropoda	Cephalaspidea	Aglajidae	SPECIES
93725	93725	Chelidonura mediterranea Swennen, 1961	Biuve fulvipunctata (Baba, 1938)	Animalia	Mollusca	Gastropoda	Cephalaspidea	Aglajidae	SPECIES
93726	93726	Chelon haematocheilus (Temminck & Schlegel, 1845)	Planiliza haematocheila (Temminck & Schlegel, 1845)	Animalia	Chordata	Actinopterygii	Mugiliformes	Mugilidae	SPECIES
93727	93727	Chenopodium album L.		Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	SPECIES
93728	93728	Chenopodium giganteum D.Don		Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	SPECIES
93729	93729	Chirocentrus dorab (ForsskÃ¥l, 1775)		Animalia	Chordata	Actinopterygii	Clupeiformes	Chirocentridae	SPECIES
93730	93730	Chondria curvilineata Collins & Herv.		Plantae	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	SPECIES
93731	93731	Chromodoris annulata Eliot, 1904	Goniobranchus annulatus (Eliot, 1904)	Animalia	Mollusca	Gastropoda	Nudibranchia	Chromodorididae	SPECIES
93732	93732	Chromodoris quadricolor (RÃ¼ppell & Leuckart, 1830)		Animalia	Mollusca	Gastropoda	Nudibranchia	Chromodorididae	SPECIES
93733	93733	Chrysallida fischeri (Hornung & Mermod, 1925)	Pyrgulina fischeri Hornung & Mermod, 1925	Animalia	Mollusca	Gastropoda		Pyramidellidae	SPECIES
93734	93734	Chrysallida maiae (Hornung & Mermod, 1924)	Pyrgulina pupaeformis (Souverbie, 1865)	Animalia	Mollusca	Gastropoda		Pyramidellidae	SPECIES
93735	93735	Chrysallida micronana Ã–ztÃ¼rk & van Aartsen, 2006	Pyrgulina nana Hornung & Mermod, 1924	Animalia	Mollusca	Gastropoda		Pyramidellidae	SPECIES
93736	93736	Chrysallida pirinthella (Melvill, 1910)	Pyrgulina pirinthella Melvill, 1910	Animalia	Mollusca	Gastropoda		Pyramidellidae	SPECIES
93737	93737	Chrysymenia ventricosa (J.V.Lamour.) J.Agardh		Plantae	Rhodophyta	Florideophyceae	Rhodymeniales	Rhodymeniaceae	SPECIES
93738	93738	Cichorium endivia L.		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	SPECIES
93739	93739	Cinara indica		Animalia	Arthropoda	Insecta	Hemiptera	Aphididae	SPECIES
93740	93740	Cinara juniperensis (Gillette & M.A.Palmer, 1925)		Animalia	Arthropoda	Insecta	Hemiptera	Aphididae	SPECIES
93741	93741	Cingulina isseli (Tryon, 1886)		Animalia	Mollusca	Gastropoda		Pyramidellidae	SPECIES
93742	93742	Citrullus colocynthis (L.) Schrad.		Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	SPECIES
93743	93743	Cladophora flexuosa (O.F.MÃ¼ller) KÃ¼tzing		Plantae	Chlorophyta	Ulvophyceae	Cladophorales	Cladophoraceae	SPECIES
93744	93744	Clarias gariepinus (Burchell, 1822)		Animalia	Chordata	Actinopterygii	Siluriformes	Clariidae	SPECIES
93745	93745	Clementia papyracea (Gray, 1825)	Clementia papyracea (Gmelin, 1791)	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	SPECIES
93746	93746	Clerodendrum bungei Steud.		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	SPECIES
93747	93747	Clorida albolitura Ahyong, S.T. & P.Naiyanetr, 2000		Animalia	Arthropoda	Malacostraca	Stomatopoda	Squillidea	SPECIES
93748	93748	Clytia linearis (Thorneley, 1900)		Animalia	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	SPECIES
93749	93749	Cocculina corrugata Jeffreys, 1883	Copulabyssia corrugata (Jeffreys, 1883)	Animalia	Mollusca	Gastropoda	Lepetellida	Pseudococculinidae	SPECIES
93750	93750	Cocculina labronica Bogi, 1984	Bogia labronica (Bogi, 1984)	Animalia	Mollusca	Gastropoda	Lepetellida	Lepetellidae	SPECIES
93751	93751	Codium fragile subsp. fragile		Plantae	Chlorophyta	Ulvophyceae	Bryopsidales	Codiaceae	SUBSPECIES
93752	93752	Codium fragile subsp. tomentosoides (Goor) P.C.Silva	Codium fragile (Suringar) Hariot	Plantae	Chlorophyta	Ulvophyceae	Bryopsidales	Codiaceae	SUBSPECIES
93753	93753	Codium taylorii P.C.Silva		Plantae	Chlorophyta	Ulvophyceae	Bryopsidales	Codiaceae	SPECIES
93754	93754	Coix lacryma-jobi L.		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES
93755	93755	Colaconema codicola (BÃ¸rgesen) Stegenga, J.J.Bolton & R.J.Anderson		Plantae	Rhodophyta	Florideophyceae	Colaconematales	Colaconemataceae	SPECIES
93756	93756	Colaconema codicola (BÃ¸rgesen) Stegenga, J.J.Bolton & R.J.Anderson		Plantae	Rhodophyta	Florideophyceae	Colaconematales	Colaconemataceae	SPECIES
93757	93757	Coleusia signata (Paul'son, 1875)		Animalia	Arthropoda	Malacostraca	Decapoda	Leucosiidae	SPECIES
93758	93758	Commelina communis L.		Plantae	Tracheophyta	Liliopsida	Commelinales	Commelinaceae	SPECIES
93759	93759	Conomurex persicus (Swainson, 1821)		Animalia	Mollusca	Gastropoda	Littorinimorpha	Strombidae	SPECIES
93760	93760	Convolvulus tricolor L.		Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	SPECIES
93761	93761	Coptodon rendalli (Boulenger, 1897)		Animalia	Chordata	Actinopterygii	Perciformes	Cichlidae	SPECIES
93762	93762	Coptodon zillii (Gervais, 1848)		Animalia	Chordata	Actinopterygii	Perciformes	Cichlidae	SPECIES
93763	93763	Cordyline australis Endl.		Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	SPECIES
93764	93764	Cordylomera spinicornis (Fabricius, 1775)	Stizocera spinicornis (Fairmaire, 1864)	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	SPECIES
93765	93765	Cordylophora caspia (Pallas, 1771)		Animalia	Cnidaria	Hydrozoa	Anthoathecata	Cordylophoridae	SPECIES
93766	93766	Coregonus lavaretus maraena (Bloch, 1779)	Coregonus maraena (Bloch, 1779)	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	SUBSPECIES
93767	93767	Cortaderia selloana Asch. & Graebn.		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES
93768	93768	Corvus splendens Vieillot, 1817		Animalia	Chordata	Aves	Passeriformes	Corvidae	SPECIES
93769	93769	Corylus maxima Mill.		Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	SPECIES
93770	93770	Corythucha arcuata (Say, 1832)		Animalia	Arthropoda	Insecta	Hemiptera	Tingidae	SPECIES
93771	93771	Corythucha ciliata (Say, 1832)		Animalia	Arthropoda	Insecta	Hemiptera	Tingidae	SPECIES
93772	93772	Coscinospira arietina (Batsch, 1791)	Peneroplis arietinus (Batsch, 1791)	Chromista	Foraminifera	Tubothalamea	Miliolida	Peneroplidae	SPECIES
93773	93773	Cosmos bipinnatus Cav.		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	SPECIES
93774	93774	Cotoneaster adpressus Bois		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	SPECIES
93775	93775	Cotoneaster franchetii Bois		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	SPECIES
93776	93776	Cotoneaster horizontalis Decne.		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	SPECIES
93777	93777	Cotoneaster salicifolius Franch.		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	SPECIES
93778	93778	Crassocephalum crepidioides (Benth.) S.Moore		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	SPECIES
93779	93779	Crassostrea gigas (Thunberg, 1793)	Magallana gigas (Thunberg, 1793)	Animalia	Mollusca	Bivalvia	Ostreida	Ostreidae	SPECIES
93780	93780	Crassostrea virginica (Gmelin, 1791)		Animalia	Mollusca	Bivalvia	Ostreida	Ostreidae	SPECIES
93781	93781	Cryptomeria japonica D.Don		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	SPECIES
93782	93782	Ctenopharyngodon idella (Valenciennes, 1844)		Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	SPECIES
93783	93783	Cucumis melo L.		Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	SPECIES
93784	93784	Cupressus Ã—leylandii A.B.Jacks. & Dallim.		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	SPECIES
93785	93785	Cupressus arizonica Greene		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	SPECIES
93786	93786	Cupressus macrocarpa Hartw. ex Gordon		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	SPECIES
93787	93787	Cuscuta europaea L.		Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	SPECIES
93788	93788	Cuscuta pentagona Engelm.		Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	SPECIES
93789	93789	Cyclorbiculina compressa (d'Orbigny, 1839)		Chromista	Foraminifera	Tubothalamea	Miliolida	Soritidae	SPECIES
93790	93790	Cycloscala hyalina (G.B.Sowerby II, 1844)		Animalia	Mollusca	Gastropoda		Epitoniidae	SPECIES
93791	93791	Cydalima perspectalis (Walker, 1859)		Animalia	Arthropoda	Insecta	Lepidoptera	Crambidae	SPECIES
93792	93792	Cydalima perspectalis (Walker, 1859)		Animalia	Arthropoda	Insecta	Lepidoptera	Crambidae	SPECIES
93793	93793	Cylichnina girardi (Audouin, 1826)	Mnestia girardi (Audouin, 1826)	Animalia	Mollusca	Gastropoda	Cephalaspidea	Mnestiidae	SPECIES
93794	93794	Cymbalaria muralis P.Gaertner, B.Meyer & Scherb.		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	SPECIES
93795	93795	Cymbaloporetta plana (Cushman, 1924)		Chromista	Foraminifera	Globothalamea	Rotaliida	Cymbaloporidae	SPECIES
93796	93796	Cymbaloporetta squammosa (d'Orbigny, 1839)		Chromista	Foraminifera	Globothalamea	Rotaliida	Cymbaloporidae	SPECIES
93797	93797	Cymodocea nodosa Asch.		Plantae	Tracheophyta	Liliopsida	Alismatales	Cymodoceaceae	SPECIES
93798	93798	Cynara cardunculus L.		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	SPECIES
93799	93799	Cynoglossum wallichii G.Don		Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	SPECIES
93800	93800	Cynoglossus sinusarabici (Chabanaud, 1931)		Animalia	Chordata	Actinopterygii	Pleuronectiformes	Cynoglossidae	SPECIES
93801	93801	Cyperus congestus Vahl		Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	SPECIES
93802	93802	Cyperus esculentus L.		Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	SPECIES
93803	93803	Cyperus rotundus L.		Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	SPECIES
93804	93804	Cyprinus carpio Linnaeus, 1758		Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	SPECIES
93805	93805	Daira perlata Herbst, 1790		Animalia	Arthropoda	Malacostraca	Decapoda	Dairidae	SPECIES
93806	93806	Dalbergia sissoo DC.		Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	SPECIES
93807	93807	Dasybranchus carneus Grube, 1870		Animalia	Annelida	Polychaeta		Capitellidae	SPECIES
93808	93808	Datura innoxia Mill.		Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	SPECIES
93809	93809	Datura metel L.		Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	SPECIES
93810	93810	Datura stramonium L.		Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	SPECIES
93811	93811	Decapterus russelli (RÃ¼ppell, 1830)		Animalia	Chordata	Actinopterygii	Perciformes	Carangidae	SPECIES
93812	93812	Dendostrea frons (Linnaeus, 1758)		Animalia	Mollusca	Bivalvia	Ostreida	Ostreidae	SPECIES
93813	93813	Desdemona ornata Banse, 1957		Animalia	Annelida	Polychaeta	Sabellida	Sabellidae	SPECIES
93814	93814	Diadema setosum (Leske, 1778)		Animalia	Echinodermata	Echinoidea	Diadematoida	Diadematidae	SPECIES
93815	93815	Diala varia A.Adams, 1861	Diala semistriata (Philippi, 1849)	Animalia	Mollusca	Gastropoda		Dialidae	SPECIES
93816	93816	Dichondra repens J.R.Forst. & G.Forst.		Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	SPECIES
93817	93817	Dichrocephala integrifolia Kuntze		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	SPECIES
93818	93818	Dieffenbachia seguine Schott		Plantae	Tracheophyta	Liliopsida	Alismatales	Araceae	SPECIES
93819	93819	Digitaria sanguinalis (L.) Scop.		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES
93820	93820	Diodora rueppellii	Diodora ruppellii (G.B.Sowerby I, 1835)	Animalia	Mollusca	Gastropoda	Lepetellida	Fissurellidae	SPECIES
93821	93821	Diplachne fusca (L.) Roem. & Schult.		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES
93822	93822	Dorvillea similis (Crossland, 1924)		Animalia	Annelida	Polychaeta	Eunicida	Dorvilleidae	SPECIES
93823	93823	Drosophila suzukii (Matsumura, 1931)		Animalia	Arthropoda	Insecta	Diptera	Drosophilidae	SPECIES
93824	93824	Duchesnea indica (Andr.) Focke	Potentilla indica (Andrews) T.Wolf	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	SPECIES
93825	93825	Duranta erecta L.		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Verbenaceae	SPECIES
93826	93826	Dussumieria elopsoides Bleeker, 1849		Animalia	Chordata	Actinopterygii	Clupeiformes	Dussumieriidae	SPECIES
93827	93827	Dysphania ambrosioides (L.) Mosyakin & Clemants		Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	SPECIES
93828	93828	Dysphania botrys (L.) Mosyakin & Clemants		Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	SPECIES
93829	93829	Dysphania multifida (L.) Mosyakin & Clemants		Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	SPECIES
93830	93830	Echinochloa colona (L.) Link		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES
93831	93831	Echinochloa crus-galli (L.) P.Beauv.		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES
93832	93832	Echinochloa oryzoides (Ard.) Fritsch		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES
93833	93833	Echinopsis chamaecereus Friedrich & Glaetzle		Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Cactaceae	SPECIES
93834	93834	Echiodon dentatus (Cuvier, 1829)		Animalia	Chordata	Actinopterygii	Ophidiiformes	Carapidae	SPECIES
93835	93835	Egeria densa Planch.		Plantae	Tracheophyta	Liliopsida	Alismatales	Hydrocharitaceae	SPECIES
93836	93836	Eichhornia crassipes Solms		Plantae	Tracheophyta	Liliopsida	Commelinales	Pontederiaceae	SPECIES
93837	93837	Elasmopus pectenicrus (Spence Bate, 1862)		Animalia	Arthropoda	Malacostraca	Amphipoda	Maeridae	SPECIES
93838	93838	Elatine ambigua Wight		Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Elatinaceae	SPECIES
93839	93839	Electroma vexillum (Reeve, 1857)		Animalia	Mollusca	Bivalvia	Ostreida	Pteriidae	SPECIES
93840	93840	Eleusine indica (L.) Gaertn.		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES
93841	93841	Elodea canadensis Michx.		Plantae	Tracheophyta	Liliopsida	Alismatales	Hydrocharitaceae	SPECIES
93842	93842	Elphidium charlottense (Vella, 1957)		Chromista	Foraminifera	Globothalamea	Rotaliida	Elphidiidae	SPECIES
93843	93843	Elphidium striatopunctatum (Fichtel & Moll, 1798)		Chromista	Foraminifera	Globothalamea	Rotaliida	Elphidiidae	SPECIES
93844	93844	Elsholtzia ciliata (Thunb.) Hylander		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	SPECIES
93845	93845	Elysia grandifolia Kelaart, 1858		Animalia	Mollusca	Gastropoda		Plakobranchidae	SPECIES
93846	93846	Elysia tomentosa K.Jensen, 1997		Animalia	Mollusca	Gastropoda		Plakobranchidae	SPECIES
93847	93847	Emarginula elongata O.G.Costa, 1829	Emarginula octaviana Coen, 1939	Animalia	Mollusca	Gastropoda	Lepetellida	Fissurellidae	SPECIES
93848	93848	Enchelycore anatina (Lowe, 1838)		Animalia	Chordata	Actinopterygii	Anguilliformes	Muraenidae	SPECIES
93849	93849	Eocuma sarsii (Kossmann), 1880		Animalia	Arthropoda	Malacostraca	Cumacea	Bodotriidae	SPECIES
93850	93850	Equulites klunzingeri (Steindachner, 1898)		Animalia	Chordata	Actinopterygii	Perciformes	Leiognathidae	SPECIES
93851	93851	Eragrostis curvula Nees		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES
93852	93852	Ergalatax junionae Houart, 2008		Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	SPECIES
93853	93853	Erigeron annuus Pers.		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	SPECIES
93854	93854	Erigeron bonariensis L.		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	SPECIES
93855	93855	Erigeron canadensis L.		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	SPECIES
93856	93856	Erigeron sumatrensis Retz.		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	SPECIES
93857	93857	Erugosquilla massavensis (Kossmann, 1880)		Animalia	Arthropoda	Malacostraca	Stomatopoda	Squillidea	SPECIES
93858	93858	Erythrina crista-galli L.		Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	SPECIES
93859	93859	Erythrina flabelliformis Kearney		Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	SPECIES
93860	93860	Etrumeus teres (DeKay, 1842)	Etrumeus sadina (Mitchill, 1814)	Animalia	Chordata	Actinopterygii	Clupeiformes	Dussumieriidae	SPECIES
93861	93861	Eucalyptus camaldulensis Dehnh.		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	SPECIES
93862	93862	Eucalyptus grandis W.Hill ex Maiden		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	SPECIES
93863	93863	Eucrate crenata De Haan, 1835		Animalia	Arthropoda	Malacostraca	Decapoda	Euryplacidae	SPECIES
93864	93864	Eudendrium merulum Watson, 1985		Animalia	Cnidaria	Hydrozoa	Anthoathecata	Eudendriidae	SPECIES
93865	93865	Eunice antennata (Savigny, 1818)	Leodice antennata Savigny, 1818	Animalia	Annelida	Polychaeta	Eunicida	Eunicidae	SPECIES
93866	93866	Euonymus fortunei (Turcz.) Hand.-Mazz.		Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	SPECIES
93867	93867	Euonymus japonicus Thunb.		Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	SPECIES
93868	93868	Eupatorium cannabinum L.		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	SPECIES
93869	93869	Euphorbia chamaesyce L.		Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	SPECIES
93870	93870	Euphorbia heterophylla L.		Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	SPECIES
93871	93871	Euphorbia humifusa Willd.		Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	SPECIES
93872	93872	Euphorbia lagascae Spreng.		Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	SPECIES
93873	93873	Euphorbia lathyris L.		Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	SPECIES
93874	93874	Euphorbia maculata L.		Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	SPECIES
93875	93875	Euphorbia prostrata Aiton		Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	SPECIES
93876	93876	Euphorbia serpens Kunth		Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	SPECIES
93877	93877	Eurycarcinus integrifrons De Man, 1879		Animalia	Arthropoda	Malacostraca	Decapoda	Pilumnidae	SPECIES
93878	93878	Eurythoe complanata (Pallas, 1766)		Animalia	Annelida	Polychaeta	Amphinomida	Amphinomidae	SPECIES
93879	93879	Eusyllis kupfferi Langerhans, 1879		Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	SPECIES
93880	93880	Euthymonacha polita (Chapman, 1900)		Chromista	Foraminifera	Tubothalamea	Miliolida	Peneroplidae	SPECIES
93881	93881	Eutintinnus lusus-undae (Entz, 1885)		Chromista	Ciliophora	Oligotrichea	Oligotrichida	Tintinnidae	SPECIES
93882	93882	Exogone africana Hartmann-SchrÃ¶der, 1974		Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	SPECIES
93883	93883	Exogone breviantennata Hartmann-SchrÃ¶der, 1959		Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	SPECIES
93884	93884	Fallopia baldschuanica (Regel) Holub		Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	SPECIES
93885	93885	Farfantepenaeus aztecus (Ives, 1891)		Animalia	Arthropoda	Malacostraca	Decapoda	Penaeidae	SPECIES
93886	93886	Fenneropenaeus merguiensis (De Man, 1888)		Animalia	Arthropoda	Malacostraca	Decapoda	Penaeidae	SPECIES
93887	93887	Ferosagitta galerita (Dallot, 1971)		Animalia	Chaetognatha	Sagittoidea	Aphragmophora	Sagittidae	SPECIES
93888	93888	Ficopomatus enigmaticus (Fauvel, 1923)		Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	SPECIES
93889	93889	Ficus elastica Roxb.		Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	SPECIES
93890	93890	Ficus macrophylla Desf.		Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	SPECIES
93891	93891	Ficus microcarpa L.f.		Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	SPECIES
93892	93892	Finella pupoides A.Adams, 1860		Animalia	Mollusca	Gastropoda		Scaliolidae	SPECIES
93893	93893	Fistularia commersonii RÃ¼ppell, 1838		Animalia	Chordata	Actinopterygii	Syngnathiformes	Fistulariidae	SPECIES
93894	93894	Flabellina rubrolineata (O'Donoghue, 1929)	Coryphellina rubrolineata O'Donoghue, 1929	Animalia	Mollusca	Gastropoda	Nudibranchia	Flabellinidae	SPECIES
93895	93895	Forsythia intermedia Zabel		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	SPECIES
93896	93896	Fragaria ananassa (Weston) Duchesne ex Rozier		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	SPECIES
93897	93897	Frankliniella occidentalis (Pergande, 1895)		Animalia	Arthropoda	Insecta	Thysanoptera	Thripidae	SPECIES
93898	93898	Fulvia fragilis (ForsskÃ¥l, 1775)		Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	SPECIES
93899	93899	Gafrarium pectinatum (Linnaeus, 1758)		Animalia	Mollusca	Bivalvia	Venerida	Veneridae	SPECIES
93900	93900	Gaillardia pulchella Foug.		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	SPECIES
93901	93901	Galinsoga parviflora Cav.		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	SPECIES
93902	93902	Galinsoga quadriradiata Ruiz & Pav.		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	SPECIES
93903	93903	Gambusia affinis (Baird & Girard, 1853)		Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	SPECIES
93904	93904	Gambusia holbrooki Girard, 1859		Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	SPECIES
93905	93905	Gammaropsis togoensis (Schellenberg, 1925)		Animalia	Arthropoda	Malacostraca	Amphipoda	Photidae	SPECIES
93906	93906	Ganonema farinosum (J.V.Lamour.) K.C.Fan & Y.C.Wang		Plantae	Rhodophyta	Florideophyceae	Nemaliales	Liagoraceae	SPECIES
