id	taxonID	scientificName	acceptedNameUsage	kingdom	phylum	class	order	family	taxonRank
93907	93907	Gasteria obliqua Duval		Plantae	Tracheophyta	Liliopsida	Asparagales	Asphodelaceae	SPECIES
93908	93908	Gastrochaena cymbium Spengler, 1783	Cucurbitula cymbium (Spengler, 1783)	Animalia	Mollusca	Bivalvia	Gastrochaenida	Gastrochaenidae	SPECIES
93909	93909	Gazania rigens (L.) Gaertn.		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	SPECIES
93910	93910	Gelidiella nigrescens (Feldmann) Feldmann & Hamel		Plantae	Rhodophyta	Florideophyceae	Gelidiales	Gelidiellaceae	SPECIES
93911	93911	Gelidiella ramellosa (KÃ¼tz.) Feldmann & G.Hamel, 1934	Huismaniella ramellosa (Kützing) G.H.Boo & S.M.Boo	Plantae	Rhodophyta	Florideophyceae	Gelidiales	Gelidiellaceae	SPECIES
93912	93912	Gelidiocolax christianae Feldmann & G.Feldmann		Plantae	Rhodophyta	Florideophyceae	Gracilariales	Pterocladiophilaceae	SPECIES
93913	93913	Gelidium corneum (Huds.) J.V.Lamour.	Gelidium spinosum (S.G.Gmelin) P.C.Silva	Plantae	Rhodophyta	Florideophyceae	Gelidiales	Gelidiaceae	SPECIES
93914	93914	Gelidium pulchellum	Gelidium pusillum (Stackh.) Le Jol.	Plantae	Rhodophyta	Florideophyceae	Gelidiales	Gelidiaceae	SPECIES
93915	93915	Gelidium pusillum (Stackh.) Le Jol.		Plantae	Rhodophyta	Florideophyceae	Gelidiales	Gelidiaceae	SPECIES
93916	93916	Gelidium spathulatum (KÃ¼tz.) Bornet, 1892		Plantae	Rhodophyta	Florideophyceae	Gelidiales	Gelidiaceae	SPECIES
93917	93917	Geranium pusillum L.		Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	SPECIES
93918	93918	Gibborissoia virgata (Philippi, 1849)		Animalia	Mollusca	Gastropoda		Litiopidae	SPECIES
93919	93919	Gleditsia triacanthos L.		Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	SPECIES
93920	93920	Glycinde bonhourei Gravier, 1904		Animalia	Annelida	Polychaeta	Phyllodocida	Goniadidae	SPECIES
93921	93921	Gobius cruentatus Gmelin, 1789		Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	SPECIES
93922	93922	Gomphocarpus fruticosus (L.) Ait.		Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	SPECIES
93923	93923	Gonioinfradens paucidentatus (A.Milne Edwards, 1861)		Animalia	Arthropoda	Malacostraca	Decapoda	Portunidae	SPECIES
93924	93924	Gracilaria arcuata Zanardini		Plantae	Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	SPECIES
93925	93925	Gracilaria armata (C.Agardh) Grev.		Plantae	Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	SPECIES
93926	93926	Grevillea robusta A.Cunn. ex R.Br.		Plantae	Tracheophyta	Magnoliopsida	Proteales	Proteaceae	SPECIES
93927	93927	Grevillea rosmarinifolia A.Cunn.		Plantae	Tracheophyta	Magnoliopsida	Proteales	Proteaceae	SPECIES
93928	93928	Griffithsia corallinoides (Linnaeus) Trevisan		Plantae	Rhodophyta	Florideophyceae	Ceramiales	Wrangeliaceae	SPECIES
93929	93929	Gymnobela watsoni (Dautzenberg, 1889)	Mioawateria watsoni (Dautzenberg, 1889)	Animalia	Mollusca	Gastropoda	Neogastropoda	Raphitomidae	SPECIES
93930	93930	Gymnodinium uberrimum (Allman) Kofoid & Swezy, 1921		Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	SPECIES
93931	93931	Gypsophila elegans M.Bieb.		Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	SPECIES
93932	93932	Gypsophila pilosa Huds.		Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	SPECIES
93933	93933	Halophila stipulacea Asch.		Plantae	Tracheophyta	Liliopsida	Alismatales	Hydrocharitaceae	SPECIES
93934	93934	Hamimaera hamigera (Haswell, 1879)		Animalia	Arthropoda	Malacostraca	Amphipoda	Maeridae	SPECIES
93935	93935	Haminoea cyanomarginata Heller & Thompson, 1983		Animalia	Mollusca	Gastropoda	Cephalaspidea	Haminoeidae	SPECIES
93936	93936	Harmonia axyridis (Pallas, 1773)		Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	SPECIES
93937	93937	Hedera helix L.		Plantae	Tracheophyta	Magnoliopsida	Apiales	Araliaceae	SPECIES
93938	93938	Heliotropium curassavicum L.		Plantae	Tracheophyta	Magnoliopsida	Boraginales	Heliotropiaceae	SPECIES
93939	93939	Hemerocallis fulva L.		Plantae	Tracheophyta	Liliopsida	Asparagales	Asphodelaceae	SPECIES
93940	93940	Hemiramphus far (ForsskÃ¥l, 1775)		Animalia	Chordata	Actinopterygii	Beloniformes	Hemiramphidae	SPECIES
93941	93941	Heniochus intermedius Steindachner, 1893		Animalia	Chordata	Actinopterygii	Perciformes	Chaetodontidae	SPECIES
93942	93942	Heracleum sosnowskyi Manden.		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	SPECIES
93943	93943	Herdmania momus (Savigny, 1816)		Animalia	Chordata	Ascidiacea	Stolidobranchia	Pyuridae	SPECIES
93944	93944	Herklotsichthys punctatus (RÃ¼ppell, 1837)		Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	SPECIES
93945	93945	Heterosaccus dollfusi Boschma, 1960		Animalia	Arthropoda	Maxillopoda	Kentrogonida	Sacculinidae	SPECIES
93946	93946	Heterostegina depressa d'Orbigny, 1826		Chromista	Foraminifera	Globothalamea	Rotaliida	Nummulitidae	SPECIES
93947	93947	Hibiscus trionum L.		Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	SPECIES
93948	93948	Himantura uarnak (Gmelin, 1789)		Animalia	Chordata	Elasmobranchii	Myliobatiformes	Dasyatidae	SPECIES
93949	93949	Hinemoa cylindrica (de Folin, 1879)	Oscilla galilae Bogi, Karhan & Yokeş, 2012	Animalia	Mollusca	Gastropoda		Pyramidellidae	SPECIES
93950	93950	Hippocampus fuscus RÃ¼ppell, 1838		Animalia	Chordata	Actinopterygii	Syngnathiformes	Syngnathidae	SPECIES
93951	93951	Houartiella alboranensis Smriglio, Mariottini & Bonfitto, 1997	Trophonopsis alboranensis (Smriglio, Mariottini & Bonfitto, 1997)	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	SPECIES
93952	93952	Hoya carnosa R.Br.		Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	SPECIES
93953	93953	Hydrocotyle ramiflora Maxim.		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	SPECIES
93954	93954	Hydroides brachyacantha Rioja, 1941		Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	SPECIES
93955	93955	Hydroides dianthus (Verrill, 1873)		Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	SPECIES
93956	93956	Hydroides dirampha MÃ¶rch, 1863		Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	SPECIES
93957	93957	Hydroides elegans (Haswell, 1883)		Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	SPECIES
93958	93958	Hydroides heterocera (Grube, 1868)		Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	SPECIES
93959	93959	Hydroides homoceros Pixell, 1913		Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	SPECIES
93960	93960	Hydroides minax (Grube, 1878)		Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	SPECIES
93961	93961	Hydroides operculata (Treadwell, 1929)		Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	SPECIES
93962	93962	Hyphantria cunea (Drury, 1773)		Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae	SPECIES
93963	93963	Hypnea spinella (C.Agardh) KÃ¼tz.		Plantae	Rhodophyta	Florideophyceae	Gigartinales	Cystocloniaceae	SPECIES
93964	93964	Hypophthalmichthys molitrix (Valenciennes, 1844)		Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	SPECIES
93965	93965	Hyporhamphus affinis (GÃ¼nther, 1866)		Animalia	Chordata	Actinopterygii	Beloniformes	Hemiramphidae	SPECIES
93966	93966	Hypselodoris infucata (RÃ¼ppell & Leuckart, 1830)		Animalia	Mollusca	Gastropoda	Nudibranchia	Chromodorididae	SPECIES
93967	93967	Imperata cylindrica (L.) P.Beauv.		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES
93968	93968	Infundibulops erythraeus (Brocchi, 1821)	Trochus erithreus Brocchi, 1821	Animalia	Mollusca	Gastropoda	Trochida	Trochidae	SPECIES
93969	93969	Iolaea neofelixoides (Nomura, 1936)		Animalia	Mollusca	Gastropoda		Pyramidellidae	SPECIES
93970	93970	Ipomoea hederacea Jacq.		Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	SPECIES
93971	93971	Ipomoea nil (L.) Roth		Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	SPECIES
93972	93972	Ipomoea purpurea (L.) Roth		Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	SPECIES
93973	93973	Ipomoea tricolor Cav.		Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	SPECIES
93974	93974	Ipomoea triloba L.		Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	SPECIES
93975	93975	Ips typographus (C.Linnaeus, 1758)		Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	SPECIES
93976	93976	Iris albicans Lange		Plantae	Tracheophyta	Liliopsida	Asparagales	Iridaceae	SPECIES
93977	93977	Ixa monodi Holthuis & Gottlieb, 1956		Animalia	Arthropoda	Malacostraca	Decapoda	Leucosiidae	SPECIES
93978	93978	Jacaranda mimosifolia D.Don		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae	SPECIES
93979	93979	Jania longifurca Zanardini, 1844		Plantae	Rhodophyta	Florideophyceae	Corallinales	Corallinaceae	SPECIES
93980	93980	Janua steueri (Sterzinger, 1909)	Neodexiospira steueri (Sterzinger, 1909)	Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	SPECIES
93981	93981	Juncus tenuis Willd.		Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	SPECIES
93982	93982	Juniperus chinensis L.		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	SPECIES
93983	93983	Juniperus horizontalis Moench		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	SPECIES
93984	93984	Juniperus virginiana L.		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	SPECIES
93985	93985	Justicia brandegeeana Wassh. & L.B.Sm.		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Acanthaceae	SPECIES
93986	93986	Kalanchoe blossfeldiana Poelln.		Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Crassulaceae	SPECIES
93987	93987	Kalanchoe delagoensis Eckl. & Zeyh.		Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Crassulaceae	SPECIES
93988	93988	Kerria japonica (L.) DC.		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	SPECIES
93989	93989	Koelreuteria paniculata Laxm.		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	SPECIES
93990	93990	Labidocera pavo Giesbrecht, 1889		Animalia	Arthropoda	Hexanauplia	Calanoida	Pontellidae	SPECIES
93991	93991	Lagerstroemia indica L.		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Lythraceae	SPECIES
93992	93992	Lagocephalus lagocephalus (Linnaeus, 1758)		Animalia	Chordata	Actinopterygii	Tetraodontiformes	Tetraodontidae	SPECIES
93993	93993	Lagocephalus sceleratus (Gmelin, 1789)		Animalia	Chordata	Actinopterygii	Tetraodontiformes	Tetraodontidae	SPECIES
93994	93994	Lagocephalus spadiceus (Richardson, 1845)		Animalia	Chordata	Actinopterygii	Tetraodontiformes	Tetraodontidae	SPECIES
93995	93995	Lagocephalus suezensis Clark & Gohar, 1953		Animalia	Chordata	Actinopterygii	Tetraodontiformes	Tetraodontidae	SPECIES
93996	93996	Lampranthus multiradiatus N.E.Br.		Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Aizoaceae	SPECIES
93997	93997	Lantana camara L.		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Verbenaceae	SPECIES
93998	93998	Laonice norgensis Sikorski, 2003		Animalia	Annelida	Polychaeta	Spionida	Spionidae	SPECIES
93999	93999	Laonome triangularis Hutchings & Murray, 1984		Animalia	Annelida	Polychaeta	Sabellida	Sabellidae	SPECIES
94000	94000	Larix decidua Mill.		Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	SPECIES
94001	94001	Larix kaempferi (Lamb.) CarriÃ¨re		Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	SPECIES
94002	94002	Laternula anatina (Linnaeus, 1758)		Animalia	Mollusca	Bivalvia		Laternulidae	SPECIES
94003	94003	Lens culinaris Medik.		Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	SPECIES
94004	94004	Leodice antennata Savigny, 1818		Animalia	Annelida	Polychaeta	Eunicida	Eunicidae	SPECIES
94005	94005	Leonnates decipiens Fauvel, 1929		Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	SPECIES
94006	94006	Leonnates indicus Kinberg, 1865		Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	SPECIES
94007	94007	Leonnates persicus Wesenberg-Lund, 1949		Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	SPECIES
94008	94008	Lepidium virginicum L.		Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	SPECIES
94009	94009	Lepidonotus carinulatus (Grube, 1870)		Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	SPECIES
94010	94010	Lepidonotus tenuisetosus (Gravier, 1902)	Euphione tenuisetosa Gravier, 1901	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	SPECIES
94011	94011	Lepomis gibbosus (Linnaeus, 1758)		Animalia	Chordata	Actinopterygii	Perciformes	Centrarchidae	SPECIES
94012	94012	Leptinotarsa decemlineata (Say, 1824)		Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	SPECIES
94013	94013	Leptochela pugnax de Man, 1916		Animalia	Arthropoda	Malacostraca	Decapoda	Pasiphaeidae	SPECIES
94014	94014	Leptoglossus occidentalis Heidemann, 1910		Animalia	Arthropoda	Insecta	Hemiptera	Coreidae	SPECIES
94015	94015	Leucaena leucocephala (Lam.) de Wit		Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	SPECIES
94016	94016	Leucotina eva Thiele, 1925		Animalia	Mollusca	Gastropoda		Amathinidae	SPECIES
94017	94017	Leucotina natalensis E.A.Smith, 1910		Animalia	Mollusca	Gastropoda		Amathinidae	SPECIES
94018	94018	Liagora viscida (Forsskal) C.A.Agardh		Plantae	Rhodophyta	Florideophyceae	Nemaliales	Liagoraceae	SPECIES
94019	94019	Lienardia mighelsi Iredale & Tomlin, 1917		Animalia	Mollusca	Gastropoda	Neogastropoda	Clathurellidae	SPECIES
94020	94020	Ligustrum japonicum Thunb.		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	SPECIES
94021	94021	Ligustrum ovalifolium Hassk.		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	SPECIES
94022	94022	Linopherus canariensis Langerhans, 1881		Animalia	Annelida	Polychaeta	Amphinomida	Amphinomidae	SPECIES
94023	94023	Lipaphis pseudobrassicae (Davis, 1914)		Animalia	Arthropoda	Insecta	Hemiptera	Aphididae	SPECIES
94024	94024	Liriomyza huidobrensis Blanchard, 1926		Animalia	Arthropoda	Insecta	Diptera	Agromyzidae	SPECIES
94025	94025	Lithophyllum orbiculatum (Foslie) Foslie	Lithophyllum crouaniorum Foslie	Plantae	Rhodophyta	Florideophyceae	Corallinales	Corallinaceae	SPECIES
94026	94026	Livistona mariae F.Muell.		Plantae	Tracheophyta	Liliopsida	Arecales	Arecaceae	SPECIES
94027	94027	Liza carinata (Valenciennes, 1836)		Animalia	Chordata	Actinopterygii	Mugiliformes	Mugilidae	SPECIES
94028	94028	Loimia medusa (Savigny, 1822)		Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	SPECIES
94029	94029	Lonicera japonica Thunb.		Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	SPECIES
94030	94030	Lonicera periclymenum L.		Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	SPECIES
94031	94031	Lonicera pileata Oliv.		Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	SPECIES
94032	94032	Lophocladia lallemandii (Mont.) F.Schmitz, 1893		Plantae	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	SPECIES
94033	94033	Ludwigia peploides (Kunth) P.H.Raven		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Onagraceae	SPECIES
94034	94034	Luffa cylindrica (L.) Roem	Luffa aegyptiaca Mill.	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	SPECIES
94035	94035	Lumbrineris perkinsi Carrera-Parra, 2001		Animalia	Annelida	Polychaeta	Eunicida	Lumbrineridae	SPECIES
94036	94036	Lusitanops cingulatus Bouchet & WarÃ©n, 1980		Animalia	Mollusca	Gastropoda	Neogastropoda	Raphitomidae	SPECIES
94037	94037	Lycianthes rantonnei (CarriÃ¨re) Bitter	Lycianthes rantonnetii Bitter	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	SPECIES
94038	94038	Lycium barbarum L.		Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	SPECIES
94039	94039	Lycium chinense Mill.		Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	SPECIES
94040	94040	Lysidice collaris Grube, 1870		Animalia	Annelida	Polychaeta	Eunicida	Eunicidae	SPECIES
94041	94041	Lysimachia japonica C.P.Thunberg ex A.Murray		Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	SPECIES
94042	94042	Lysmata kempi Chace, 1997		Animalia	Arthropoda	Malacostraca	Decapoda	Hippolytidae	SPECIES
94043	94043	Maclura pomifera (Raf.) C.K.Schneid.		Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	SPECIES
94044	94044	Macrophthalmus graeffei A.Milne-Edwards, 1873		Animalia	Arthropoda	Malacostraca	Decapoda	Macrophthalmidae	SPECIES
94045	94045	Macrorhynchia philippina Kirchenpauer, 1872		Animalia	Cnidaria	Hydrozoa	Leptothecata	Aglaopheniidae	SPECIES
94046	94046	Maera hamigera Haswell, 1880	Hamimaera hamigera (Haswell, 1879)	Animalia	Arthropoda	Malacostraca	Amphipoda	Maeridae	SPECIES
94047	94047	Malus sieboldii Rehder		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	SPECIES
94048	94048	Malvufundus regula (ForsskÃ¥l, 1775)	Malleus regula (Forsskål, 1775)	Animalia	Mollusca	Bivalvia	Ostreida	Malleidae	SPECIES
94049	94049	Marphysa disjuncta Hartman, 1961	Paucibranchia disjuncta (Hartman, 1961)	Animalia	Annelida	Polychaeta	Eunicida	Eunicidae	SPECIES
94050	94050	Marsupenaeus japonicus (Bate, 1888)		Animalia	Arthropoda	Malacostraca	Decapoda	Penaeidae	SPECIES
94051	94051	Matricaria discoidea DC.		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	SPECIES
94052	94052	Matricaria matricarioides (Less.) Porter	Matricaria discoidea DC.	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	SPECIES
94053	94053	Melaleuca armillaris Sm.		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	SPECIES
94054	94054	Melia azedarach L.		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	SPECIES
94055	94055	Melibe viridis (Kelaart, 1858)		Animalia	Mollusca	Gastropoda	Nudibranchia	Tethydidae	SPECIES
94056	94056	Melicertus hathor Burkenroad, 1959		Animalia	Arthropoda	Malacostraca	Decapoda	Penaeidae	SPECIES
94057	94057	Mesembryanthemum crystallinum L.		Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Aizoaceae	SPECIES
94058	94058	Mesembryanthemum nodiflorum L.		Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Aizoaceae	SPECIES
94059	94059	Metapenaeopsis aegyptia Galil & Golani, 1990		Animalia	Arthropoda	Malacostraca	Decapoda	Penaeidae	SPECIES
94060	94060	Metapenaeopsis mogiensis consobrina (Nobili, 1904)		Animalia	Arthropoda	Malacostraca	Decapoda	Penaeidae	SUBSPECIES
94061	94061	Metapenaeus affinis (H.Milne Edwards, 1837)		Animalia	Arthropoda	Malacostraca	Decapoda	Penaeidae	SPECIES
94062	94062	Metapenaeus monoceros (Fabricius, 1798)		Animalia	Arthropoda	Malacostraca	Decapoda	Penaeidae	SPECIES
94063	94063	Metapenaeus stebbingi Nobili, 1904		Animalia	Arthropoda	Malacostraca	Decapoda	Penaeidae	SPECIES
94064	94064	Metasychis gotoi (Izuka, 1902)		Animalia	Annelida	Polychaeta		Maldanidae	SPECIES
94065	94065	Metaxia bacillum (Issel, 1869)		Animalia	Mollusca	Gastropoda		Triphoridae	SPECIES
94066	94066	Metcalfa pruinosa (Say, 1830)		Animalia	Arthropoda	Insecta	Hemiptera	Flatidae	SPECIES
94067	94067	Micippa thalia Herbst, 1803		Animalia	Arthropoda	Malacostraca	Decapoda	Majidae	SPECIES
94068	94068	Microstegium vimineum (Trin.) A.Camus		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES
94069	94069	Miliolinella fichteliana (d'Orbigny, 1839)		Chromista	Foraminifera	Tubothalamea	Miliolida	Hauerinidae	SPECIES
94070	94070	Miliolinella hybrida (Terquem, 1878)		Chromista	Foraminifera	Tubothalamea	Miliolida	Hauerinidae	SPECIES
94071	94071	Mindarus kinseyi Voegtlin, 1995		Animalia	Arthropoda	Insecta	Hemiptera	Aphididae	SPECIES
94072	94072	Mirabilis jalapa L.		Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	SPECIES
94073	94073	Miscanthus sinensis Andersson		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES
94074	94074	Mitromorpha cachiai Mifsud, 2001		Animalia	Mollusca	Gastropoda	Neogastropoda	Mitromorphidae	SPECIES
94075	94075	Mitromorpha denizi Mifsud, 2001		Animalia	Mollusca	Gastropoda	Neogastropoda	Mitromorphidae	SPECIES
94076	94076	Mitromorpha mediterranea Mifsud, 2001	Mitromorpha columbellaria (Scacchi, 1836)	Animalia	Mollusca	Gastropoda	Neogastropoda	Mitromorphidae	SPECIES
94077	94077	Mnemiopsis leidyi A.Agassiz, 1865		Animalia	Ctenophora	Tentaculata	Lobata	Bolinopsidae	SPECIES
94078	94078	Momordica charantia L.		Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	SPECIES
94079	94079	Monalysidium acicularis (Batsch, 1791)		Chromista	Foraminifera	Tubothalamea	Miliolida	Peneroplidae	SPECIES
94080	94080	Monocorophium sextonae (Crawford, 1937)		Animalia	Arthropoda	Malacostraca	Amphipoda	Corophiidae	SPECIES
94081	94081	Monotaxis grandoculis (ForsskÃ¥l, 1775)		Animalia	Chordata	Actinopterygii	Perciformes	Lethrinidae	SPECIES
94082	94082	Monotigma fulva (A.Adams, 1853)	Monotygma fulva (A.Adams, 1853)	Animalia	Mollusca	Gastropoda		Pyramidellidae	SPECIES
94083	94083	Monotigma lauta (A.Adams, 1853)	Monotygma lauta (A.Adams, 1853)	Animalia	Mollusca	Gastropoda		Pyramidellidae	SPECIES
94084	94084	Monstera deliciosa Liebm.		Plantae	Tracheophyta	Liliopsida	Alismatales	Araceae	SPECIES
94085	94085	Morone chrysops (Rafinesque, 1820)		Animalia	Chordata	Actinopterygii	Perciformes	Moronidae	SPECIES
94086	94086	Morone saxatilis (Walbaum, 1792)		Animalia	Chordata	Actinopterygii	Perciformes	Moronidae	SPECIES
94087	94087	Muehlenbeckia platyclados Meisn.		Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	SPECIES
94088	94088	Murchisonella columna (Hedley, 1907)		Animalia	Mollusca	Gastropoda		Murchisonellidae	SPECIES
94089	94089	Mya arenaria Linnaeus, 1758		Animalia	Mollusca	Bivalvia	Myida	Myidae	SPECIES
94090	94090	Myocastor coypus (Molina, 1782)		Animalia	Chordata	Mammalia	Rodentia	Myocastoridae	SPECIES
94091	94091	Myra subgranulata Kossmann, 1877		Animalia	Arthropoda	Malacostraca	Decapoda	Leucosiidae	SPECIES
94092	94092	Myriophyllum spicatum L.		Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Haloragaceae	SPECIES
94093	94093	Myriophyllum verticillatum L.		Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Haloragaceae	SPECIES
94094	94094	Mytilus edulis Linnaeus, 1758		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	SPECIES
94095	94095	Najas chinensis N.Z.Wang		Plantae	Tracheophyta	Liliopsida	Alismatales	Hydrocharitaceae	SPECIES
94096	94096	Narcissus assoanus Dufour ex Schult. & Schult.f.		Plantae	Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	SPECIES
94097	94097	Narcissus poeticus L.		Plantae	Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	SPECIES
94098	94098	Narcissus pseudonarcissus L.		Plantae	Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	SPECIES
94099	94099	Nemipterus randalli Russell, 1986		Animalia	Chordata	Actinopterygii	Perciformes	Nemipteridae	SPECIES
94100	94100	Neodexiospira steueri (Sterzinger, 1909)		Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	SPECIES
94101	94101	Neopseudocapitella brasiliensis Rullier & Amoureux, 1979		Animalia	Annelida	Polychaeta		Capitellidae	SPECIES
94102	94102	Neosiphonia paniculata (Mont.) J.N.Norris, 2014	Polysiphonia paniculata Mont.	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	SPECIES
94103	94103	Nephasoma eremita (Sars, 1851)		Animalia	Sipuncula	Sipunculidea	Golfingiiformes	Golfingiidae	SPECIES
94104	94104	Nephtys ciliata (MÃ¼ller, 1788)		Animalia	Annelida	Polychaeta	Phyllodocida	Nephtyidae	SPECIES
94105	94105	Nereis jacksoni Kinberg, 1865		Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	SPECIES
94106	94106	Nereis persica Fauvel, 1911		Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	SPECIES
94107	94107	Nerita sanguinolenta Menke, 1829		Animalia	Mollusca	Gastropoda	Cycloneritida	Neritidae	SPECIES
94108	94108	Nicotiana glauca Graham		Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	SPECIES
94109	94109	Notomastus aberans Day, 1957		Animalia	Annelida	Polychaeta		Capitellidae	SPECIES
94110	94110	Notomastus mossambicus (Thomassin, 1970)		Animalia	Annelida	Polychaeta		Capitellidae	SPECIES
94111	94111	Ocimum basilicum L.		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	SPECIES
94112	94112	Octopus aegina Gray, 1849	Amphioctopus aegina (Gray, 1849)	Animalia	Mollusca	Cephalopoda	Octopoda	Octopodidae	SPECIES
94113	94113	Oculina patagonica de Angelis, 1908		Animalia	Cnidaria	Anthozoa	Scleractinia	Oculinidae	SPECIES
