id	locationID	locality	countryCode	occurrenceStatus	establishmentMeans
154500	Bahrain		BH	Present	Alien
154501	Bahrain		BH	Present	Alien
154502	Bahrain		BH	Present	Alien
154503	Bahrain		BH	Present	Alien
154504	Bahrain		BH	Present	Alien
154505	Bahrain		BH	Present	Alien
154506	Bahrain		BH	Present	Alien
154507	Bahrain		BH	Present	Alien
154508	Bahrain		BH	Present	Alien
154509	Bahrain		BH	Present	Alien
154510	Bahrain		BH	Present	Alien
154511	Bahrain		BH	Present	Alien
154512	Bahrain		BH	Present	Alien
154513	Bahrain		BH	Present	Alien
154514	Bahrain		BH	Present	Alien
154515	Bahrain		BH	Present	Alien
154516	Bahrain		BH	Present	Alien
154517	Bahrain		BH	Present	Alien
154518	Bahrain		BH	Present	Alien
154519	Bahrain		BH	Present	Alien
154520	Bahrain		BH	Present	Alien
154521	Bahrain		BH	Present	Alien
154522	Bahrain		BH	Present	Alien
154523	Bahrain		BH	Present	Alien
154524	Bahrain		BH	Present	Alien
154525	Bahrain		BH	Present	Alien
154526	Bahrain		BH	Present	Alien
154527	Bahrain		BH	Present	Alien
154528	Bahrain		BH	Present	Alien
154529	Bahrain		BH	Present	Alien
154530	Bahrain		BH	Present	Alien
154531	Bahrain		BH	Present	Alien
154532	Bahrain		BH	Present	Alien
154533	Bahrain		BH	Present	Alien
154534	Bahrain		BH	Present	Alien
154535	Bahrain		BH	Present	Alien
154536	Bahrain		BH	Present	Alien
154537	Bahrain		BH	Present	Alien
154538	Bahrain		BH	Present	Alien
154539	Bahrain		BH	Present	Alien
154540	Bahrain		BH	Present	Alien
154541	Bahrain		BH	Present	Alien
154542	Bahrain		BH	Present	Alien
154543	Bahrain		BH	Present	Alien
154544	Bahrain		BH	Present	Alien
154545	Bahrain		BH	Present	Alien
154546	Bahrain		BH	Present	Alien
154547	Bahrain		BH	Present	Alien
154548	Bahrain		BH	Present	Alien
154549	Bahrain		BH	Present	Alien
154550	Bahrain		BH	Present	Alien
154551	Bahrain		BH	Present	Alien
154552	Bahrain		BH	Present	Alien
154553	Bahrain		BH	Present	Alien
