id	locationID	locality	countryCode	occurrenceStatus	establishmentMeans	occurrenceRemarks
64500			CV	present	Alien	
64501			CV	present	Alien	
64502			CV	present	Alien	
64503		Parque Natural Cova/ Ribeira Paúl/ Torre e Parque Natural de Moroços	CV	present	Alien	Important Plant Area (IPA)
64504			CV	present	Alien	
64505			CV	present	Alien	
64506			CV	present	Alien	
64507			CV	present	Alien	
64508			CV	present	Alien	
64509			CV	present	Alien	
64510			CV	present	Alien	
64511			CV	present	Alien	
64512			CV	present	Alien	
64513			CV	present	Alien	
64514			CV	present	Alien	
64515			CV	present	Alien	
64516			CV	present	Alien	
64517			CV	present	Alien	
64518			CV	present	Alien	
64519			CV	present	Alien	
64520			CV	present	Alien	
64521			CV	present	Alien	
64522			CV	present	Alien	
64523			CV	present	Alien	
64524			CV	present	Alien	
64525			CV	present	Alien	
64526			CV	present	Alien	
64527			CV	present	Alien	
64528		Parque Natural Cova/ Ribeira Paúl/ Torre e Parque Natural de Moroços	CV	present	Alien	Important Plant Area (IPA)
64529		Parque Natural da Serra da Malagueta	CV	present	Alien	Important Plant Area (IPA)
64530		Alto das Cabaças	CV	present	Alien	Important Plant Area (IPA)
64531	313125	Monte Gordo	CV	present	Alien	Important Plant Area (IPA); National Park
64532		Monte Verde / Norte da Baía	CV	present	Alien	Important Plant Area (IPA)
64533			CV	present	Alien	
64534			CV	present	Alien	
64535			CV	present	Alien	
64536			CV	present	Alien	
64537			CV	present	Alien	
64538			CV	present	Alien	
64539			CV	present	Alien	
64540			CV	present	Alien	
64541			CV	present	Alien	
64542			CV	present	Alien	
64543			CV	present	Alien	
64544		Parque Natural Cova/ Ribeira Paúl/ Torre e Parque Natural de Moroços	CV	present	Alien	Important Plant Area (IPA)
64545		Parque Natural da Serra da Malagueta	CV	present	Alien	Important Plant Area (IPA)
64546		Alto das Cabaças	CV	present	Alien	Important Plant Area (IPA)
64547	313125	Monte Gordo	CV	present	Alien	Important Plant Area (IPA)
64548		Monte Verde / Norte da Baía	CV	present	Alien	Important Plant Area (IPA)
64549			CV	present	Alien	
64550			CV	present	Alien	
64551			CV	present	Alien	
64552	313125	Monte Gordo	CV	present	Alien	Important Plant Area (IPA)
64553		Monte Verde / Norte da Baía	CV	present	Alien	Important Plant Area (IPA)
64554			CV	present	Alien	
64555			CV	present	Alien	
64556			CV	present	Alien	
64557			CV	present	Alien	
64558			CV	present	Alien	
64559			CV	present	Alien	
64560			CV	present	Alien	
64561			CV	present	Alien	
64562			CV	present	Alien	
64563			CV	present	Alien	
64564			CV	present	Alien	
64565			CV	present	Alien	
64566			CV	present	Alien	
64567			CV	present	Alien	
64568			CV	present	Alien	
64569			CV	present	Cryptogenic|Uncertain	
64570			CV	present	Alien	
64571			CV	present	Alien	
64572			CV	present	Alien	
64573			CV	present	Alien	
64574			CV	present	Alien	
64575			CV	present	Alien	
64576			CV	present	Alien	
64577			CV	present	Alien	
64578			CV	present	Alien	
64579		Boa Esperança	CV	present	Alien	Important Plant Area (IPA)
64580			CV	present	Alien	
64581			CV	present	Alien	
64582			CV	present	Alien	
64583			CV	present	Alien	
64584			CV	present	Alien	
64585			CV	present	Alien	
64586			CV	present	Alien	
64587			CV	present	Alien	
64588			CV	present	Alien	
64589			CV	present	Alien	
64590			CV	present	Alien	
64591			CV	present	Alien	
64592			CV	present	Alien	
64593			CV	present	Alien	
64594			CV	present	Alien	
64595			CV	present	Alien	
64596			CV	present	Alien	
64597			CV	present	Cryptogenic|Uncertain	
64598			CV	present	Cryptogenic|Uncertain	
64599			CV	present	Alien	
64600			CV	present	Alien	
