id	locationID	locality	countryCode	occurrenceStatus	establishmentMeans	occurrenceRemarks
2400	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2401	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2402	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2403	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2404	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2405	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2406	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2407	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2408	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2409	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2410	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2411	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2412	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2413	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2414	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2415	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2416	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2417	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2418	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2419	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2420	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2421	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2422	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2423	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2424	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2425	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2426	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2427	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2428	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2429	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2430	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2431	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2432	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2433	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2434	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2435	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2436	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2437	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2438	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2439	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2440	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2441	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2442	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2443	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2444	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2445	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2446	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2447	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2448	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2449	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2450	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2451	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2452	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2453	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2454	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2455	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2456	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2457	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
2458	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Established
2459	https://www.protectedplanet.net/morne-seychellois-national-park-national-park	Morne Seychellois National Park	SC	Present	Alien	Reported
