id	countryCode	occurrenceStatus	establishmentMeans
47491	TH	Present	Alien
47492	TH	Present	Alien
47493	TH	Present	Alien
47494	TH	Present	Alien
47495	TH	Present	Alien
47496	TH	Present	Alien
47497	TH	Present	Alien
47498	TH	Present	Alien
47499	TH	Present	Alien
47500	TH	Present	Alien
47501	TH	Present	Alien
47502	TH	Present	Alien
47503	TH	Present	Alien
47504	TH	Present	Alien
47505	TH	Present	Alien
47506	TH	Present	Alien
47507	TH	Present	Alien
47508	TH	Present	Alien
47509	TH	Present	Alien
47510	TH	Present	Alien
47511	TH	Present	Alien
47512	TH	Present	Alien
47513	TH	Present	Alien
47514	TH	Present	Alien
47515	TH	Present	Alien
47516	TH	Present	Alien
47517	TH	Present	Alien
47518	TH	Present	Alien
47519	TH	Present	Alien
47520	TH	Present	Alien
47521	TH	Present	Alien
47522	TH	Present	Alien
47523	TH	Present	Alien
47524	TH	Present	Alien
47525	TH	Present	Alien
47526	TH	Present	Alien
47527	TH	Present	Alien
47528	TH	Present	Alien
47529	TH	Present	Alien
47530	TH	Present	Alien
47531	TH	Present	Alien
47532	TH	Present	Alien
47533	TH	Present	Alien
47534	TH	Present	Alien
47535	TH	Present	Alien
47536	TH	Present	Alien
47537	TH	Present	Alien
47538	TH	Present	Alien
47539	TH	Present	Alien
47540	TH	Present	Alien
47541	TH	Present	Alien
47542	TH	Present	Alien
47543	TH	Present	Alien
47544	TH	Present	Alien
47545	TH	Present	Alien
47546	TH	Present	Alien
47547	TH	Present	Alien
47548	TH	Present	Alien
47549	TH	Present	Alien
47550	TH	Present	Alien
47551	TH	Present	Alien
47552	TH	Present	Alien
47553	TH	Present	Alien
47554	TH	Present	Alien
47555	TH	Present	Alien
47556	TH	Present	Alien
47557	TH	Present	Alien
47558	TH	Present	Alien
47559	TH	Present	Alien
47560	TH	Present	Alien
47561	TH	Present	Alien
47562	TH	Present	Alien
47563	TH	Present	Alien
47564	TH	Present	Alien
47565	TH	Present	Alien
47566	TH	Present	Alien
47567	TH	Present	Alien
47568	TH	Present	Alien
47569	TH	Present	Alien
47570	TH	Present	Alien
47571	TH	Present	Alien
47572	TH	Present	Alien
47573	TH	Present	Alien
47574	TH	Present	Alien
47575	TH	Present	Alien
47576	TH	Present	Alien
47577	TH	Present	Alien
47578	TH	Present	Alien
47579	TH	Present	Alien
47580	TH	Present	Alien
47581	TH	Present	Alien
47582	TH	Present	Alien
47583	TH	Present	Alien
47584	TH	Present	Alien
47585	TH	Present	Alien
47586	TH	Present	Alien
47587	TH	Present	Alien
47588	TH	Present	Alien
47589	TH	Present	Alien
47590	TH	Present	Alien
47591	TH	Present	Alien
47592	TH	Present	Alien
47593	TH	Present	Alien
47594	TH	Present	Alien
47595	TH	Present	Alien
47596	TH	Present	Alien
47597	TH	Present	Alien
47598	TH	Present	Alien
47599	TH	Present	Alien
47600	TH	Present	Alien
47601	TH	Present	Alien
47602	TH	Present	Alien
47603	TH	Present	Alien
47604	TH	Present	Alien
47605	TH	Present	Alien
47606	TH	Present	Alien
47607	TH	Present	Alien
47608	TH	Present	Alien
47609	TH	Present	Alien
47610	TH	Present	Alien
47611	TH	Present	Alien
47612	TH	Present	Alien
47613	TH	Present	Alien
47614	TH	Present	Alien
47615	TH	Present	Alien
47616	TH	Present	Alien
47617	TH	Present	Alien
47618	TH	Present	Alien
47619	TH	Present	Alien
47620	TH	Present	Alien
47621	TH	Present	Alien
47622	TH	Present	Alien
47623	TH	Present	Alien
47624	TH	Present	Alien
47625	TH	Present	Alien
47626	TH	Present	Alien
47627	TH	Present	Alien
47628	TH	Present	Alien
47629	TH	Present	Alien
47630	TH	Present	Alien
47631	TH	Present	Alien
47632	TH	Present	Alien
47633	TH	Present	Alien
47634	TH	Present	Alien
47635	TH	Present	Alien
47636	TH	Present	Alien
47637	TH	Present	Alien
47638	TH	Present	Alien
47639	TH	Present	Alien
47640	TH	Present	Alien
47641	TH	Present	Alien
47642	TH	Present	Alien
47643	TH	Present	Alien
47644	TH	Present	Alien
47645	TH	Present	Alien
47646	TH	Present	Alien
47647	TH	Present	Alien
47648	TH	Present	Alien
47649	TH	Present	Alien
47650	TH	Present	Alien
47651	TH	Present	Alien
47652	TH	Present	Alien
47653	TH	Present	Alien
47654	TH	Present	Alien
47655	TH	Present	Alien
47656	TH	Present	Alien
47657	TH	Present	Alien
47658	TH	Present	Alien
47659	TH	Present	Alien
47660	TH	Present	Alien
47661	TH	Present	Alien
47662	TH	Present	Alien
