id	countryCode	occurrenceStatus	establishmentMeans
12281	BQ-SA	present	alien
12178	BQ-SA	present	alien
12284	BQ-SA	present	alien
12253	BQ-SA	present	alien
12254	BQ-SA	present	alien
12172	BQ-SA	present	alien
12173	BQ-SA	present	alien
12176	BQ-SA	present	alien
12200	BQ-SA	present	alien
12179	BQ-SA	present	alien
12180	BQ-SA	present	alien
12182	BQ-SA	present	alien
12184	BQ-SA	present	alien
12186	BQ-SA	present	alien
12187	BQ-SA	present	alien
12188	BQ-SA	present	alien
12190	BQ-SA	present	alien
12194	BQ-SA	present	alien
12195	BQ-SA	present	alien
12199	BQ-SA	present	alien
12202	BQ-SA	present	alien
12204	BQ-SA	present	alien
12205	BQ-SA	present	alien
12208	BQ-SA	present	alien
12210	BQ-SA	present	alien
12212	BQ-SA	present	alien
12214	BQ-SA	present	alien
12215	BQ-SA	present	alien
12217	BQ-SA	present	alien
12218	BQ-SA	present	alien
12219	BQ-SA	present	alien
12220	BQ-SA	present	alien
12221	BQ-SA	present	alien
12223	BQ-SA	present	alien
12225	BQ-SA	present	alien
12226	BQ-SA	present	alien
12244	BQ-SA	present	alien
12229	BQ-SA	present	alien
12232	BQ-SA	present	alien
12233	BQ-SA	present	alien
12235	BQ-SA	present	alien
12236	BQ-SA	present	alien
12239	BQ-SA	present	alien
12241	BQ-SA	present	alien
12245	BQ-SA	present	alien
12246	BQ-SA	present	alien
12247	BQ-SA	present	alien
12251	BQ-SA	present	alien
12252	BQ-SA	present	alien
12255	BQ-SA	present	alien
12256	BQ-SA	present	alien
12258	BQ-SA	present	alien
12259	BQ-SA	present	alien
12260	BQ-SA	present	alien
12262	BQ-SA	present	alien
12263	BQ-SA	present	alien
12264	BQ-SA	present	alien
12268	BQ-SA	present	alien
12271	BQ-SA	present	alien
12274	BQ-SA	present	alien
12275	BQ-SA	present	alien
12280	BQ-SA	present	alien
12183	BQ-SA	present	alien
12174	BQ-SA	present	alien
12175	BQ-SA	present	alien
12177	BQ-SA	present	alien
12181	BQ-SA	present	alien
12185	BQ-SA	present	alien
12189	BQ-SA	present	alien
12191	BQ-SA	present	alien
12193	BQ-SA	present	alien
12197	BQ-SA	present	alien
12198	BQ-SA	present	alien
12201	BQ-SA	present	alien
12203	BQ-SA	present	alien
12206	BQ-SA	present	alien
12207	BQ-SA	present	alien
12211	BQ-SA	present	alien
12213	BQ-SA	present	alien
12216	BQ-SA	present	alien
12222	BQ-SA	present	alien
12224	BQ-SA	present	alien
12227	BQ-SA	present	alien
12228	BQ-SA	present	alien
12230	BQ-SA	present	alien
12231	BQ-SA	present	alien
12234	BQ-SA	present	alien
12237	BQ-SA	present	alien
12238	BQ-SA	present	alien
12242	BQ-SA	present	alien
12243	BQ-SA	present	alien
12192	BQ-SA	present	alien
12248	BQ-SA	present	alien
12249	BQ-SA	present	alien
12196	BQ-SA	present	alien
12250	BQ-SA	present	alien
12282	BQ-SA	present	alien
12257	BQ-SA	present	alien
12261	BQ-SA	present	alien
12265	BQ-SA	present	alien
12266	BQ-SA	present	alien
12267	BQ-SA	present	alien
12269	BQ-SA	present	alien
12270	BQ-SA	present	alien
12272	BQ-SA	present	alien
12273	BQ-SA	present	alien
12276	BQ-SA	present	alien
12277	BQ-SA	present	alien
12278	BQ-SA	present	alien
12279	BQ-SA	present	alien
12283	BQ-SA	present	alien
12285	BQ-SA	present	alien
12286	BQ-SA	present	alien
12287	BQ-SA	present	alien
12209	BQ-SA	present	alien
12240	BQ-SA	present	alien
