id	locationID	locality	countryCode	occurrenceStatus	establishmentMeans	eventDate
17000	Ha'apai	Uiha	TO	Present	Alien	2022
17001	Ha'apai	Kao	TO	Present	Alien	2022
17002	Ha'apai	Lifuka	TO	Present	Alien	2022
17003	Ha'apai	Lifuka	TO	Present	Alien	2022
17004	Ha'apai	Lifuka	TO	Present	Alien	2022
17005	Ha'apai	Tofua	TO	Present	Alien	2022
17006	Ha'apai	Lifuka	TO	Present	Alien	2022
17007	Ha'apai	Kao	TO	Present	Alien	2022
17008	Ha'apai	Lifuka	TO	Present	Alien	2022
17009	Ha'apai	Tofua	TO	Present	Alien	2022
17010	Ha'apai	Lifuka	TO	Present	Alien	2022
17011	Ha'apai	Lifuka	TO	Present	Alien	2022
17012	Ha'apai	Ha'ano	TO	Present	Alien	2022
17013	Ha'apai	Lifuka	TO	Present	Alien	2022
17014	Ha'apai	Uiha	TO	Present	Alien	2022
17015	Ha'apai	Lifuka	TO	Present	Alien	2022
17016	Ha'apai		TO	Present	Alien	2022
17017	Ha'apai	Ha'afeva	TO	Present	Alien	2022
17018	Ha'apai	Lifuka	TO	Present	Alien	2022
17019	Ha'apai	Lifuka	TO	Present	Alien	2022
17020	Ha'apai	Tofua	TO	Present	Alien	2022
17021	Ha'apai	Lifuka	TO	Present	Alien	2022
17022	Ha'apai	Lifuka	TO	Present	Alien	2022
17023	Ha'apai	Uiha	TO	Present	Alien	2022
17024	Ha'apai	Ha'ano	TO	Present	Alien	2022
17025	Ha'apai	Lifuka	TO	Present	Alien	2022
17026	Ha'apai	Lifuka	TO	Present	Alien	2022
17027	Ha'apai	Ha'ano	TO	Present	Alien	2022
17028	Ha'apai	Ha'ano	TO	Present	Alien	2022
17029	Ha'apai	Lifuka	TO	Present	Alien	2022
17030	Ha'apai	Ha'ano	TO	Present	Alien	2022
17031	Ha'apai	Lifuka	TO	Present	Alien	2022
17032	Ha'apai	Tofua	TO	Present	Alien	2022
17033	Ha'apai	Uiha	TO	Present	Alien	2022
17034	Ha'apai	Lifuka	TO	Present	Alien	2022
17035	Ha'apai	Nomuka	TO	Present	Alien	2022
17036	Ha'apai	Ha'ano	TO	Present	Alien	2022
17037	Ha'apai	Lifuka	TO	Present	Alien	2022
17038	Ha'apai	Uiha	TO	Present	Alien	2022
17039	Ha'apai	Nomuka	TO	Present	Alien	2022
17040	Ha'apai	Lifuka	TO	Present	Alien	2022
17041	Ha'apai	Tofua and Kao	TO	Present	Alien	2022
17042	Ha'apai	Ha'ano	TO	Present	Alien	2022
17043	Ha'apai	Lifuka	TO	Present	Alien	2022
17044	Ha'apai	Tofua	TO	Present	Alien	2022
17045	Ha'apai		TO	Present	Alien	2022
17046	Ha'apai		TO	Present	Alien	2022
17047	Ha'apai	Kotu	TO	Present	Alien	2022
17048	Ha'apai	Kao	TO	Present	Alien	2022
17049	Ha'apai	Tofua	TO	Present	Alien	2022
17050	Ha'apai	Tofua and Kao	TO	Present	Alien	2022
17051	Ha'apai	Ha'ano	TO	Present	Alien	2022
17052	Ha'apai	Lifuka	TO	Present	Alien	2022
17053	Ha'apai	Uiha	TO	Present	Alien	2022
17054	Ha'apai	Lifuka	TO	Present	Alien	2022
