id	countryCode	occurrenceStatus	establishmentMeans
1	YE	present	Alien
2	YE	present	Alien
3	YE-SU	present	Alien
4	YE	present	Alien
5	YE	present	Alien
6	YE	present	Alien
7	YE	present	Alien
8	YE	present	Alien
9	YE	present	Alien
10	YE	present	Alien
11	YE	present	Alien
12	YE	present	Alien
13	YE-SU	present	Alien
14	YE-SU	present	Alien
15	YE	present	Alien
16	YE-SU	present	Alien
17	YE-SU	present	Alien
18	YE	present	Alien
19	YE	present	Alien
20	YE	present	Alien
21	YE	present	Alien
124	YE-SU	present	Alien
22	YE	present	Alien
23	YE	present	Alien
24	YE	present	Alien
25	YE-SU	present	Alien
26	YE	present	Alien
125	YE-SU	present	Alien
126	YE-SU	present	Alien
27	YE	present	Alien
28	YE	present	Alien
29	YE	present	Alien
30	YE	present	Alien
31	YE	present	Alien
32	YE	present	Alien
33	YE	present	Alien
34	YE	present	Alien
35	YE	present	Alien
36	YE	present	Alien
37	YE	present	Alien
38	YE	present	Alien
39	YE	present	Alien
40	YE-SU	present	Alien
41	YE-SU	present	Alien
42	YE-SU	present	Alien
43	YE-SU	present	Alien
44	YE-SU	present	Alien
45	YE-SU	present	Alien
46	YE-SU	present	Alien
47	YE-SU	present	Alien
48	YE-SU	present	Alien
49	YE-SU	present	Alien
50	YE-SU	present	Alien
51	YE-SU	present	Alien
52	YE-SU	present	Alien
53	YE-SU	present	Alien
54	YE-SU	present	Alien
55	YE-SU	present	Alien
56	YE-SU	present	Alien
57	YE-SU	present	Alien
58	YE-SU	present	Alien
59	YE-SU	present	Alien
60	YE-SU	present	Alien
61	YE-SU	present	Alien
127	YE-SU	present	Alien
62	YE-SU	present	Alien
63	YE-SU	present	Alien
64	YE-SU	present	Alien
65	YE-SU	present	Alien
66	YE-SU	present	Alien
67	YE-SU	present	Alien
68	YE-SU	present	Alien
69	YE-SU	present	Alien
70	YE-SU	present	Alien
71	YE-SU	present	Alien
72	YE-SU	present	Alien
73	YE-SU	present	Alien
74	YE-SU	present	Alien
75	YE-SU	present	Alien
76	YE-SU	present	Alien
77	YE-SU	present	Alien
78	YE-SU	present	Alien
79	YE-SU	present	Alien
80	YE-SU	present	Alien
81	YE-SU	present	Alien
82	YE-SU	present	Alien
83	YE-SU	present	Alien
84	YE-SU	present	Alien
85	YE-SU	present	Alien
86	YE-SU	present	Alien
87	YE-SU	present	Alien
88	YE-SU	present	Alien
89	YE-SU	present	Alien
90	YE-SU	present	Alien
91	YE-SU	present	Alien
128	YE-SU	present	Alien
92	YE-SU	present	Alien
93	YE-SU	present	Alien
94	YE-SU	present	Alien
129	YE-SU	present	Alien
130	YE-SU	present	Alien
95	YE-SU	present	Alien
96	YE-SU	present	Alien
97	YE-SU	present	Alien
98	YE-SU	present	Alien
99	YE-SU	present	Alien
100	YE-SU	present	Alien
101	YE-SU	present	Alien
102	YE-SU	present	Alien
103	YE-SU	present	Alien
104	YE-SU	present	Alien
105	YE-SU	present	Alien
106	YE-SU	present	Alien
107	YE-SU	present	Alien
108	YE-SU	present	Alien
109	YE-SU	present	Alien
111	YE-SU	present	Alien
112	YE-SU	present	Alien
113	YE-SU	present	Alien
114	YE-SU	present	Alien
131	YE-SU	present	Alien
115	YE-SU	present	Alien
132	YE-SU	present	Alien
133	YE-SU	present	Alien
134	YE-SU	present	Alien
116	YE-SU	present	Alien
135	YE-SU	present	Alien
136	YE-SU	present	Alien
117	YE-SU	present	Alien
118	YE-SU	present	Alien
119	YE-SU	present	Alien
120	YE-SU	present	Alien
121	YE-SU	present	Alien
122	YE-SU	present	Alien
123	YE-SU	present	Alien
