id	locationID	locality	countryCode	occurrenceStatus	establishmentMeans	eventDate
16500	Tongatapu	Eua	TO	Present	Alien	2022
16501	Tongatapu	Tongatapu	TO	Present	Alien	2022
16502	Tongatapu	Eua	TO	Present	Alien	2022
16503	Tongatapu	Tongatapu	TO	Present	Alien	2022
16504	Tongatapu		TO	Present	Alien	2022
16505	Tongatapu	Tongatapu	TO	Present	Alien	2022
16506	Tongatapu	Eua	TO	Present	Alien	2022
16507	Tongatapu	Tongatapu	TO	Present	Alien	2022
16508	Tongatapu		TO	Present	Alien	2022
16509	Tongatapu	Malinoa	TO	Present	Alien	2022
16510	Tongatapu	Eua	TO	Present	Alien	2022
16511	Tongatapu	Tongatapu	TO	Present	Alien	2022
16512	Tongatapu	Tongatapu	TO	Present	Alien	2022
16513	Tongatapu	Eua	TO	Present	Alien	2022
16514	Tongatapu	Oneata	TO	Present	Alien	2022
16515	Tongatapu	Tongatapu	TO	Present	Alien	2022
16516	Tongatapu	Eua	TO	Present	Alien	2022
16517	Tongatapu	Oneata	TO	Present	Alien	2022
16518	Tongatapu	Tongatapu	TO	Present	Alien	2022
16519	Tongatapu		TO	Present	Alien	2022
16520	Tongatapu	Eua	TO	Present	Alien	2022
16521	Tongatapu	Tongatapu	TO	Present	Alien	2022
16522	Tongatapu	Tongatapu	TO	Present	Alien	2022
16523	Tongatapu	Eua	TO	Present	Alien	2022
16524	Tongatapu	Tongatapu	TO	Present	Alien	2022
16525	Tongatapu		TO	Present	Alien	2022
16526	Tongatapu	Tongatapu	TO	Present	Alien	2022
16527	Tongatapu	Eua	TO	Present	Alien	2022
16528	Tongatapu	Tongatapu	TO	Present	Alien	2022
16529	Tongatapu	Eua	TO	Present	Alien	2022
16530	Tongatapu	Tongatapu	TO	Present	Alien	2022
16531	Tongatapu	Eua	TO	Present	Cryptogenic|Uncertain	2022
16532	Tongatapu	Tongatapu	TO	Present	Cryptogenic|Uncertain	2022
16533	Tongatapu	Eua	TO	Present	Alien	2022
16534	Tongatapu	Tongatapu	TO	Present	Alien	2022
16535	Tongatapu	Eua	TO	Present	Alien	2022
16536	Tongatapu	Eua	TO	Present	Alien	2022
16537	Tongatapu	Tongatapu	TO	Present	Alien	2022
16538	Tongatapu	Tongatapu	TO	Present	Alien	2022
16539	Tongatapu	Tongatapu	TO	Present	Alien	2022
16540	Tongatapu	Eua	TO	Present	Alien	2022
16541	Tongatapu		TO	Present	Alien	2022
16542	Tongatapu	Tongatapu	TO	Present	Alien	2022
16543	Tongatapu	Eua	TO	Present	Alien	2022
16544	Tongatapu	Eua	TO	Present	Alien	2022
16545	Tongatapu	Tongatapu	TO	Present	Alien	2022
16546	Tongatapu	Eua	TO	Present	Alien	2022
16547	Tongatapu	Tongatapu	TO	Present	Alien	2022
16548	Tongatapu	Tongatapu	TO	Present	Alien	2022
16549	Tongatapu	Eua	TO	Present	Alien	2022
16550	Tongatapu	Tongatapu	TO	Present	Alien	2022
16551	Tongatapu	Tongatapu	TO	Present	Alien	2022
16552	Tongatapu	Eua	TO	Present	Cryptogenic|Uncertain	2022
16553	Tongatapu	Tongatapu	TO	Present	Cryptogenic|Uncertain	2022
16554	Tongatapu	Tongatapu	TO	Present	Cryptogenic|Uncertain	2022
16555	Tongatapu	Eua	TO	Present	Alien	2022
16556	Tongatapu	Tongatapu	TO	Present	Alien	2022
16557	Tongatapu	Eua	TO	Present	Alien	2022
16558	Tongatapu	Tongatapu	TO	Present	Alien	2022
16559	Tongatapu	Eua	TO	Present	Alien	2022
16560	Tongatapu	Tongatapu	TO	Present	Alien	2022
16561	Tongatapu	Eua	TO	Present	Alien	2022
16562	Tongatapu	Tongatapu	TO	Present	Alien	2022
16563	Tongatapu	Eua	TO	Present	Alien	2022
16564	Tongatapu	Eua	TO	Present	Alien	2022
16565	Tongatapu	Tongatapu	TO	Present	Alien	2022
16566	Tongatapu	Tongatapu	TO	Present	Alien	2022
16567	Tongatapu	Eua	TO	Present	Cryptogenic|Uncertain	2022
16568	Tongatapu	Tongatapu	TO	Present	Alien	2022
16569	Tongatapu	Tongatapu	TO	Present	Cryptogenic|Uncertain	2022
16570	Tongatapu	Eua	TO	Present	Alien	2022
16571	Tongatapu	Tongatapu	TO	Present	Alien	2022
16572	Tongatapu	Eua	TO	Present	Alien	2022
16573	Tongatapu	Tongatapu	TO	Present	Alien	2022
16574	Tongatapu	Eua	TO	Present	Alien	2022
16575	Tongatapu	Tongatapu	TO	Present	Alien	2022
16576	Tongatapu	Eua	TO	Present	Alien	2022
16577	Tongatapu		TO	Present	Alien	2022
16578	Tongatapu	Eua	TO	Present	Alien	2022
16579	Tongatapu		TO	Present	Alien	2022
16580	Tongatapu	Tongatapu	TO	Present	Alien	2022
16581	Tongatapu	Eua	TO	Present	Alien	2022
16582	Tongatapu	Tongatapu	TO	Present	Alien	2022
16583	Tongatapu	Eua	TO	Present	Alien	2022
16584	Tongatapu	Tongatapu	TO	Present	Alien	2022
16585	Tongatapu	Eua	TO	Present	Alien	2022
16586	Tongatapu	Tongatapu	TO	Present	Alien	2022
16587	Tongatapu	Eua	TO	Present	Alien	2022
16588	Tongatapu	Tongatapu	TO	Present	Alien	2022
16589	Tongatapu	Eua	TO	Present	Alien	2022
16590	Tongatapu	Tongatapu	TO	Present	Alien	2022
