id	isInvasive	habitat
16000	Invasive	Terrestrial
16001	Null	Terrestrial
16002	Invasive	Terrestrial
16003	Invasive	Terrestrial
16004	Null	Marine
16005	Null	Marine
16006	Null	Terrestrial
16007	Invasive	Terrestrial
16008	Null	Terrestrial
16009	Invasive	Terrestrial
16010	Invasive	Terrestrial
16011	Invasive	Terrestrial
16012	Invasive	Terrestrial
16013	Invasive	Terrestrial
16015	Null	Terrestrial|Freshwater
16016	Null	Terrestrial|Freshwater
16017	Invasive	Terrestrial
16018	Invasive	Terrestrial
16019	Invasive	Terrestrial
16020	Invasive	Terrestrial
16021	Null	Terrestrial
16022	Null	Terrestrial
16023	Null	Terrestrial
16024	Invasive	Terrestrial
16025	Invasive	Terrestrial|Freshwater
16026	Invasive	Terrestrial
16027	Null	Terrestrial
16028	Null	Terrestrial
16029	Invasive	Terrestrial
16030	Null	Terrestrial
16031	Null	Terrestrial
16032	Null	Terrestrial
16033	Invasive	Terrestrial
16034	Invasive	Terrestrial
16035	Invasive	Terrestrial
16036	Null	Terrestrial
16037	Invasive ?	Terrestrial
16038	Invasive	Terrestrial
16039	Null	Terrestrial
16040	Invasive	Terrestrial
16041	Invasive	Terrestrial
16042	Invasive	Terrestrial
16043	Null	Terrestrial
16044	Invasive	Terrestrial
16045	Invasive	Terrestrial
16046	Null	Terrestrial
16047	Invasive	Terrestrial
16048	Null	Terrestrial
16049	Invasive	Terrestrial
16050	Null	Terrestrial
16051	Invasive	Host
16052	Null	Terrestrial
16053	Invasive	Terrestrial
16054	Null	Terrestrial
16055	Null	Terrestrial
16056	Null	Terrestrial
16057	Invasive	Terrestrial
16058	Null	Terrestrial
16059	Invasive	Terrestrial
16060	Null	Terrestrial
16061	Null	Terrestrial
16062	Null	Terrestrial
16063	Invasive	Terrestrial
16064	Null	Terrestrial
16065	Null	Terrestrial
16066	Invasive	Terrestrial
16067	Invasive	Terrestrial
16068	Invasive	Terrestrial
16069	Null	Terrestrial
16070	Null	Terrestrial
16071	Null	Terrestrial
16072	Invasive	Terrestrial
16073	Null	Terrestrial
16074	Null	Terrestrial
16075	Null	Terrestrial
16076	Null	Terrestrial
