id	locationID	countryCode	occurrenceStatus	establishmentMeans	eventDate
15153	Niue	NU	Present	Alien	2022
15154	Niue	NU	Present	Alien	2022
15155	Niue	NU	Present	Alien	2022
15156	Niue	NU	Present	Alien	2022
15157	Niue	NU	Present	Alien	2022
15158	Niue	NU	Present	Alien	2022
15159	Niue	NU	Present	Alien	2022
15160	Niue	NU	Present	Alien	2022
15161	Niue	NU	Present	Alien	2022
15162	Niue	NU	Present	Alien	2022
15163	Niue	NU	Present	Alien	2022
15164	Niue	NU	Present	Alien	2022
15165	Niue	NU	Present	Alien	2022
15166	Niue	NU	Present	Alien	2022
15167	Niue	NU	Present	Alien	2022
15168	Niue	NU	Present	Alien	2022
15169	Niue	NU	Present	Alien	2022
15170	Niue	NU	Present	Alien	2022
15171	Niue	NU	Present	Alien	2022
15172	Niue	NU	Present	Alien	2022
15173	Niue	NU	Present	Alien	2022
15174	Niue	NU	Present	Alien	2022
15175	Niue	NU	Present	Alien	2022
15176	Niue	NU	Present	Alien	2022
15177	Niue	NU	Present	Alien	2022
15178	Niue	NU	Present	Alien	2022
15179	Niue	NU	Present	Alien	2022
15180	Niue	NU	Present	Alien	2022
15181	Niue	NU	Present	Alien	2022
15182	Niue	NU	Present	Alien	2022
15183	Niue	NU	Present	Alien	2022
15184	Niue	NU			2022
15185	Niue	NU	Present	Alien	2022
15186	Niue	NU	Present	Alien	2022
15187	Niue	NU	Present	Alien	2022
15188	Niue	NU	Present	Alien	2022
15189	Niue	NU			2022
15190	Niue	NU	Present	Alien	2022
15191	Niue	NU	Present		2022
15192	Niue	NU	Present	Alien	2022
15193	Niue	NU			2022
15194	Niue	NU	Present	Alien	2022
15195	Niue	NU	Present	Alien	2022
15196	Niue	NU	Present	Alien	2022
15197	Niue	NU	Present	Alien	2022
15198	Niue	NU	Present	Alien	2022
15199	Niue	NU			2022
15200	Niue	NU	Present	Alien	2022
15201	Niue	NU			2022
15202	Niue	NU			2022
15203	Niue	NU	Present	Alien	2022
15204	Niue	NU	Present	Alien	2022
15205	Niue	NU	Present	Alien	2022
15206	Niue	NU	Present	Alien	2022
15207	Niue	NU	Present	Alien	2022
15208	Niue	NU	Present	Alien	2022
15209	Niue	NU	Present	Alien	2022
15210	Niue	NU	Present	Alien	2022
15211	Niue	NU	Present	Alien	2022
15212	Niue	NU	Present	Alien	2022
15213	Niue	NU	Present	Alien	2022
15214	Niue	NU	Present	Alien	2022
15215	Niue	NU	Present	Alien	2022
15216	Niue	NU	Present	Alien	2022
15217	Niue	NU	Present	Alien	2022
15218	Niue	NU	Present	Alien	2022
15219	Niue	NU	Present	Alien	2022
15220	Niue	NU	Present	Alien	2022
15221	Niue	NU	Present	Alien	2022
15222	Niue	NU	Present	Alien	2022
15223	Niue	NU	Present	Alien	2022
15224	Niue	NU	Present	Alien	2022
15225	Niue	NU	Present	Alien	2022
15226	Niue	NU	Present	Alien	2022
15227	Niue	NU	Present	Alien	2022
15228	Niue	NU	Present	Alien	2022
15229	Niue	NU	Present	Alien	2022
15230	Niue	NU	Present	Alien	2022
15231	Niue	NU	Present	Alien	2022
15232	Niue	NU	Present	Alien	2022
15233	Niue	NU	Present	Alien	2022
15234	Niue	NU	Present	Alien	2022
15235	Niue	NU	Present	Alien	2022
15236	Niue	NU	Present	Alien	2022
15237	Niue	NU	Present	Alien	2022
15238	Niue	NU	Present	Alien	2022
15239	Niue	NU	Present	Alien	2022
15240	Niue	NU	Present	Alien	2022
15241	Niue	NU	Present	Alien	2022
15242	Niue	NU	Present	Alien	2022
15243	Niue	NU	Present	Alien	2022
15244	Niue	NU	Present	Alien	2022
15245	Niue	NU	Present	Alien	2022
15246	Niue	NU	Present	Alien	2022
15247	Niue	NU	Present	Alien	2022
15248	Niue	NU	Present	Alien	2022
15249	Niue	NU	Present	Alien	2022
15250	Niue	NU	Present	Alien	2022
15251	Niue	NU	Present	Alien	2022
15252	Niue	NU	Present	Alien	2022
15253	Niue	NU	Present	Alien	2022
15254	Niue	NU	Present	Alien	2022
15255	Niue	NU	Present	Alien	2022
15256	Niue	NU	Present	Alien	2022
15257	Niue	NU	Present	Alien	2022
15258	Niue	NU	Present	Alien	2022
15259	Niue	NU	Present	Alien	2022
15260	Niue	NU	Present	Alien	2022
15261	Niue	NU	Present	Alien	2022
15262	Niue	NU	Present	Alien	2022
15263	Niue	NU	Present	Alien	2022
15264	Niue	NU	Present	Alien	2022
15265	Niue	NU	Present	Alien	2022
15266	Niue	NU	Present	Alien	2022
15267	Niue	NU	Present	Alien	2022
15268	Niue	NU	Present	Alien	2022
15269	Niue	NU	Present	Alien	2022
15270	Niue	NU	Present	Alien	2022
15271	Niue	NU	Present	Alien	2022
15272	Niue	NU	Present	Alien	2022
15273	Niue	NU	Present	Alien	2022
15274	Niue	NU	Present	Alien	2022
15275	Niue	NU	Present	Alien	2022
15276	Niue	NU	Present	Alien	2022
15277	Niue	NU	Present	Alien	2022
15278	Niue	NU	Present	Alien	2022
15279	Niue	NU	Present	Alien	2022
15280	Niue	NU	Present	Alien	2022
15281	Niue	NU	Present	Alien	2022
15282	Niue	NU	Present	Alien	2022
15283	Niue	NU	Present	Alien	2022
15284	Niue	NU	Present	Alien	2022
15285	Niue	NU	Present	Alien	2022
15286	Niue	NU	Present	Alien	2022
15287	Niue	NU	Present	Alien	2022
15288	Niue	NU	Present	Alien	2022
15289	Niue	NU	Present	Alien	2022
15290	Niue	NU	Present	Alien	2022
15291	Niue	NU	Present	Alien	2022
15292	Niue	NU	Present	Alien	2022
15293	Niue	NU	Present	Alien	2022
15294	Niue	NU	Present	Alien	2022
15295	Niue	NU	Present	Alien	2022
15296	Niue	NU	Present	Alien	2022
15297	Niue	NU	Present	Alien	2022
15298	Niue	NU	Present	Alien	2022
15299	Niue	NU	Present	Alien	2022
15300	Niue	NU	Present	Alien	2022
15301	Niue	NU	Present	Alien	2022
15302	Niue	NU	Present	Alien	2022
15303	Niue	NU	Present	Alien	2022
15304	Niue	NU	Present	Alien	2022
15305	Niue	NU	Present	Alien	2022
15306	Niue	NU	Present	Alien	2022
15307	Niue	NU	Present	Alien	2022
15308	Niue	NU	Present	Alien	2022
15309	Niue	NU	Present	Alien	2022
15310	Niue	NU	Present	Alien	2022
15311	Niue	NU	Present	Alien	2022
15312	Niue	NU	Present	Alien	2022
15313	Niue	NU	Present	Alien	2022
15314	Niue	NU	Present	Alien	2022
15315	Niue	NU	Present	Alien	2022
15316	Niue	NU	Present	Alien	2022
15317	Niue	NU	Present	Alien	2022
15318	Niue	NU	Present	Alien	2022
15319	Niue	NU	Present	Alien	2022
15320	Niue	NU	Present	Alien	2022
15321	Niue	NU	Present	Alien	2022
15322	Niue	NU	Present	Alien	2022
15323	Niue	NU	Present	Alien	2022
15324	Niue	NU	Present	Alien	2022
15325	Niue	NU	Present	Alien	2022
15326	Niue	NU	Present	Alien	2022
15327	Niue	NU	Present	Alien	2022
15328	Niue	NU	Present	Alien	2022
15329	Niue	NU	Present	Alien	2022
15330	Niue	NU	Present	Alien	2022
15331	Niue	NU	Present	Alien	2022
15332	Niue	NU	Present	Alien	2022
15333	Niue	NU	Present	Alien	2022
15334	Niue	NU	Present	Alien	2022
15335	Niue	NU	Present	Alien	2022
15336	Niue	NU	Present	Alien	2022
15337	Niue	NU	Present	Alien	2022
15338	Niue	NU	Present	Alien	2022
15339	Niue	NU	Present	Alien	2022
15340	Niue	NU	Present	Alien	2022
15341	Niue	NU	Present	Alien	2022
15342	Niue	NU	Present	Alien	2022
15343	Niue	NU	Present	Alien	2022
15344	Niue	NU	Present	Alien	2022
15345	Niue	NU	Present	Alien	2022
15346	Niue	NU	Present	Alien	2022
15347	Niue	NU	Present	Alien	2022
15348	Niue	NU	Present	Alien	2022
15349	Niue	NU	Present	Alien	2022
15350	Niue	NU	Present	Alien	2022
15351	Niue	NU	Present	Alien	2022
15352	Niue	NU	Present	Alien	2022
15353	Niue	NU	Present	Alien	2022
15354	Niue	NU	Present	Alien	2022
15355	Niue	NU	Present	Alien	2022
15356	Niue	NU	Present	Alien	2022
15357	Niue	NU	Present	Alien	2022
15358	Niue	NU	Present	Alien	2022
15359	Niue	NU	Present	Alien	2022
15360	Niue	NU	Present	Alien	2022
15361	Niue	NU	Present	Alien	2022
15362	Niue	NU	Present	Alien	2022
15363	Niue	NU	Present	Alien	2022
15364	Niue	NU	Present	Alien	2022
15365	Niue	NU	Present	Alien	2022
15366	Niue	NU	Present	Alien	2022
15367	Niue	NU	Present	Alien	2022
15368	Niue	NU	Present	Alien	2022
15369	Niue	NU	Present	Alien	2022
15370	Niue	NU	Present	Alien	2022
15371	Niue	NU	Present	Alien	2022
15372	Niue	NU	Present	Alien	2022
15373	Niue	NU	Present	Alien	2022
15374	Niue	NU	Present	Alien	2022
15375	Niue	NU	Present	Alien	2022
15376	Niue	NU	Present	Alien	2022
15377	Niue	NU	Present	Alien	2022
15378	Niue	NU	Present	Alien	2022
15379	Niue	NU	Present	Alien	2022
15380	Niue	NU	Present	Alien	2022
15381	Niue	NU	Present	Alien	2022
15382	Niue	NU	Present	Alien	2022
15383	Niue	NU	Present	Alien	2022
15384	Niue	NU	Present	Alien	2022
15385	Niue	NU	Present	Alien	2022
15386	Niue	NU	Present	Alien	2022
15387	Niue	NU	Present	Alien	2022
15388	Niue	NU	Present	Alien	2022
15389	Niue	NU	Present	Alien	2022
15390	Niue	NU	Present	Alien	2022
15391	Niue	NU	Present	Alien	2022
15392	Niue	NU	Present	Alien	2022
15393	Niue	NU	Present	Alien	2022
15394	Niue	NU	Present	Alien	2022
15395	Niue	NU	Present	Alien	2022
15396	Niue	NU	Present	Alien	2022
15397	Niue	NU	Present	Alien	2022
15398	Niue	NU	Present	Alien	2022
15399	Niue	NU	Present	Alien	2022
15400	Niue	NU	Present	Alien	2022
15401	Niue	NU	Present	Alien	2022
15402	Niue	NU	Present	Alien	2022
15403	Niue	NU	Present	Alien	2022
15404	Niue	NU	Present	Alien	2022
15405	Niue	NU	Present	Alien	2022
15406	Niue	NU	Present	Alien	2022
15407	Niue	NU	Present	Alien	2022
15408	Niue	NU	Present	Alien	2022
15409	Niue	NU	Present	Alien	2022
15410	Niue	NU	Present	Alien	2022
15411	Niue	NU	Present	Alien	2022
15412	Niue	NU	Present	Alien	2022
15413	Niue	NU	Present	Alien	2022
15414	Niue	NU	Present	Alien	2022
15415	Niue	NU	Present	Alien	2022
15416	Niue	NU	Present	Alien	2022
15417	Niue	NU	Present	Alien	2022
15418	Niue	NU	Present	Alien	2022
15419	Niue	NU	Present	Alien	2022
15420	Niue	NU	Present	Alien	2022
15421	Niue	NU	Present	Alien	2022
15422	Niue	NU	Present	Alien	2022
15423	Niue	NU	Present	Alien	2022
15424	Niue	NU	Present	Alien	2022
15425	Niue	NU	Present	Alien	2022
15426	Niue	NU	Present	Alien	2022
15427	Niue	NU	Present	Alien	2022
15428	Niue	NU	Present	Alien	2022
15429	Niue	NU	Present	Alien	2022
15430	Niue	NU	Present	Alien	2022
15431	Niue	NU	Present	Alien	2022
15432	Niue	NU	Present	Alien	2022
15433	Niue	NU	Present	Alien	2022
15434	Niue	NU	Present	Alien	2022
15435	Niue	NU	Present	Alien	2022
15436	Niue	NU	Present	Alien	2022
15437	Niue	NU	Invasive	Alien	2022
15438	Niue	NU	Present	Alien	2022
15439	Niue	NU	Present	Alien	2022
15440	Niue	NU	Present	Alien	2022
15441	Niue	NU	Present	Alien	2022
15442	Niue	NU	Present	Alien	2022
15443	Niue	NU	Present	Alien	2022
15444	Niue	NU	Present	Alien	2022
15445	Niue	NU	Present	Alien	2022
15446	Niue	NU	Present	Alien	2022
15447	Niue	NU	Present	Alien	2022
15448	Niue	NU	Present	Alien	2022
15449	Niue	NU	Present	Alien	2022
15450	Niue	NU	Present	Alien	2022
15451	Niue	NU	Present	Alien	2022
15452	Niue	NU	Present	Alien	2022
15453	Niue	NU	Present	Alien	2022
15454	Niue	NU	Present	Alien	2022
15455	Niue	NU	Present	Alien	2022
15456	Niue	NU	Present	Alien	2022
15457	Niue	NU	Present	Alien	2022
15458	Niue	NU	Present	Alien	2022
15459	Niue	NU	Present	Alien	2022
15460	Niue	NU	Present	Alien	2022
15461	Niue	NU	Present	Alien	2022
15462	Niue	NU	Present	Alien	2022
15463	Niue	NU	Present	Alien	2022
15464	Niue	NU	Present	Alien	2022
15465	Niue	NU	Present	Alien	2022
15466	Niue	NU	Present	Alien	2022
15467	Niue	NU	Present	Alien	2022
15468	Niue	NU	Present	Alien	2022
15469	Niue	NU	Present	Alien	2022
15470	Niue	NU	Present	Alien	2022
