id	locality	countryCode	occurrenceStatus	establishmentMeans
16000	Yap	FM	Present	Alien
16001	Yap	FM	Present	Alien
16002	Yap	FM	Present	Alien
16003	Yap	FM	Present	Alien
16004	Yap	FM	Present	Alien
16005	Yap	FM	Present	Alien
16006	Yap	FM	Present	Alien
16007	Yap	FM	Present	Alien
16008	Yap	FM	Present	Alien
16009	Yap	FM	Present	Alien
16010	Yap	FM	Present	Alien
16011	Yap	FM	Present	Alien
16012	Yap	FM	Present	Alien
16013	Yap	FM	Present	Alien
16014	Yap	FM	Present	Alien
16015	Yap	FM	Present	Alien
16016	Yap	FM	Present	Alien
16017	Yap	FM	Present	Alien
16018	Yap	FM	Present	Alien
16019	Yap	FM	Present	Alien
16020	Yap	FM	Present	Alien
16021	Yap	FM	Present	Alien
16022	Yap	FM	Present	Alien
16023	Yap	FM	Present	Alien
16024	Yap	FM	Present	Alien
16025	Yap	FM	Present	Alien
16026	Yap	FM	Present	Alien
16027	Yap	FM	Present	Alien
16028	Yap	FM	Present	Alien
16029	Yap	FM	Present	Alien
16030	Yap	FM	Present	Alien
16031	Yap	FM	Present	Alien
16032	Yap	FM	Present	Alien
16033	Yap	FM	Present	Alien
16034	Yap	FM	Present	Alien
16035	Yap	FM	Present	Alien
16036	Yap	FM	Present	Alien
16037	Yap	FM	Present	Alien
16038	Yap	FM	Present	Alien
16039	Yap	FM	Present	Alien
16040	Yap	FM	Present	Alien
16041	Yap	FM	Present	Alien
16042	Yap	FM	Present	Alien
16043	Yap	FM	Present	Alien
16044	Yap	FM	Present	Alien
16045	Yap	FM	Present	Alien
16046	Yap	FM	Present	Alien
16047	Yap	FM	Present	Alien
16048	Yap	FM	Present	Alien
16049	Yap	FM	Present	Alien
16050	Yap	FM	Present	Alien
16051	Yap	FM	Present	Alien
16052	Yap	FM	Present	Alien
16053	Yap	FM	Present	Alien
16054	Yap	FM	Present	Alien
16055	Yap	FM	Present	Alien
16056	Yap	FM	Present	Alien
16057	Yap	FM	Present	Alien
16058	Yap	FM	Present	Alien
16059	Yap	FM	Present	Alien
16060	Yap	FM	Present	Alien
16061	Yap	FM	Present	Alien
16062	Yap	FM	Present	Alien
16063	Yap	FM	Present	Alien
16064	Yap	FM	Present	Alien
16065	Yap	FM	Present	Alien
16066	Yap	FM	Present	Alien
16067	Yap	FM	Present	Alien
16068	Yap	FM	Present	Alien
16069	Yap	FM	Present	Alien
16070	Yap	FM	Present	Alien
16071	Yap	FM	Present	Alien
16072	Yap	FM	Present	Alien
16073	Yap	FM	Present	Alien
16074	Yap	FM	Present	Alien
16075	Yap	FM	Present	Alien
16076	Yap	FM	Present	Alien
16077	Yap	FM	Present	Alien
16078	Yap	FM	Present	Alien
16079	Yap	FM	Present	Alien
16080	Yap	FM	Present	Alien
16081	Yap	FM	Present	Alien
16082	Yap	FM	Present	Alien
16083	Yap	FM	Present	Alien
16084	Yap	FM	Present	Alien
16085	Yap	FM	Present	Alien
16086	Yap	FM	Present	Alien
16087	Yap	FM	Present	Alien
16088	Yap	FM	Present	Alien
16089	Yap	FM	Present	Alien
16090	Yap	FM	Present	Alien
16091	Yap	FM	Present	Alien
16092	Yap	FM	Present	Alien
16093	Yap	FM	Present	Alien
16094	Yap	FM	Present	Alien
16095	Yap	FM	Present	Alien
16096	Yap	FM	Present	Alien
16097	Yap	FM	Present	Alien
16098	Yap	FM	Present	Alien
16099	Yap	FM	Present	Alien
16100	Yap	FM	Present	Alien
16101	Yap	FM	Present	Alien
16102	Yap	FM	Present	Alien
16103	Yap	FM	Present	Alien
16104	Yap	FM	Present	Alien
16105	Yap	FM	Present	Alien
16106	Yap	FM	Present	Alien
16107	Yap	FM	Present	Alien
16108	Yap	FM	Present	Alien
16109	Yap	FM	Present	Alien
16110	Yap	FM	Present	Alien
16111	Yap	FM	Present	Alien
16112	Yap	FM	Present	Alien
16113	Yap	FM	Present	Alien
16114	Yap	FM	Present	Alien
16115	Yap	FM	Present	Alien
16116	Yap	FM	Present	Alien
16117	Yap	FM	Present	Alien
16118	Yap	FM	Present	Alien
16119	Yap	FM	Present	Alien
16120	Yap	FM	Present	Alien
16121	Yap	FM	Present	Alien
16122	Yap	FM	Present	Alien
16123	Yap	FM	Present	Alien
16124	Yap	FM	Present	Alien
16125	Yap	FM	Present	Alien
16126	Yap	FM	Present	Alien
16127	Yap	FM	Present	Alien
16128	Yap	FM	Present	Alien
16129	Yap	FM	Present	Alien
16130	Yap	FM	Present	Alien
16131	Yap	FM	Present	Alien
16132	Yap	FM	Present	Alien
16133	Yap	FM	Present	Alien
16134	Yap	FM	Present	Alien
16135	Yap	FM	Present	Alien
16136	Yap	FM	Present	Alien
16137	Yap	FM	Present	Alien
16138	Yap	FM	Present	Alien
16139	Yap	FM	Present	Alien
16140	Yap	FM	Present	Alien
16141	Yap	FM	Present	Alien
16142	Yap	FM	Present	Alien
16143	Yap	FM	Present	Alien
16144	Yap	FM	Present	Alien
16145	Yap	FM	Present	Alien
16146	Yap	FM	Present	Alien
16147	Yap	FM	Present	Alien
16148	Yap	FM	Present	Alien
16149	Yap	FM	Present	Alien
16150	Yap	FM	Present	Alien
16151	Yap	FM	Present	Alien
16152	Yap	FM	Present	Alien
16153	Yap	FM	Present	Alien
16154	Yap	FM	Present	Alien
16155	Yap	FM	Present	Alien
16156	Yap	FM	Present	Alien
16157	Yap	FM	Present	Alien
16158	Yap	FM	Present	Alien
16159	Yap	FM	Present	Alien
16160	Yap	FM	Present	Alien
16161	Yap	FM	Present	Alien
16162	Yap	FM	Present	Alien
16163	Yap	FM	Present	Alien
16164	Yap	FM	Present	Alien
16165	Yap	FM	Present	Alien
16166	Yap	FM	Present	Alien
16167	Yap	FM	Present	Alien
16168	Yap	FM	Present	Alien
16169	Yap	FM	Present	Alien
16170	Yap	FM	Present	Alien
16171	Yap	FM	Present	Alien
16172	Yap	FM	Present	Alien
16173	Yap	FM	Present	Alien
16174	Yap	FM	Present	Alien
16175	Yap	FM	Present	Alien
16176	Yap	FM	Present	Alien
16177	Yap	FM	Present	Alien
16178	Yap	FM	Present	Alien
16179	Yap	FM	Present	Alien
16180	Yap	FM	Present	Alien
16181	Yap	FM	Present	Alien
16182	Yap	FM	Present	Alien
16183	Yap	FM	Present	Alien
16184	Yap	FM	Present	Alien
16185	Yap	FM	Present	Alien
16186	Yap	FM	Present	Alien
16187	Yap	FM	Present	Alien
16188	Yap	FM	Present	Alien
16189	Yap	FM	Present	Alien
16190	Yap	FM	Present	Alien
16191	Yap	FM	Present	Alien
